sha256,company_id,cin,fy_end,doc_kind,cap_band,exchange,total_pages,path
b43ffd8429742abbb63df738c25524448013c04f24a16ab8ce7a841307d1dd06,INE001F01019,,2013,digital,micro,bse,46,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\b4\3f\b43ffd8429742abbb63df738c25524448013c04f24a16ab8ce7a841307d1dd06.pdf
51f9884c026445d0f7687d41414d9193ea16fe637c3b74617fa7d8477f94dbe4,INE003F01015,,2012,digital,micro,bse,45,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\51\f9\51f9884c026445d0f7687d41414d9193ea16fe637c3b74617fa7d8477f94dbe4.pdf
86326cd1589be403ed993e45ca699c92b945d81887261a1aac7c718c2990da36,INE175A01038,,2011,mixed,micro,both,144,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\86\32\86326cd1589be403ed993e45ca699c92b945d81887261a1aac7c718c2990da36.pdf
f934459f048686d3c2169322c6b2bc731a83e4ac182dbffa878257222736e386,INE005E01013,,2013,mixed,micro,bse,78,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\f9\34\f934459f048686d3c2169322c6b2bc731a83e4ac182dbffa878257222736e386.pdf
edc9a15f53d68ac648fad9db5afc2d47906021f98b7a5e3085f8858450075a66,INE003B01014,,2011,scanned,micro,bse,48,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\ed\c9\edc9a15f53d68ac648fad9db5afc2d47906021f98b7a5e3085f8858450075a66.pdf
b237251a6a35622748dd3512b6e23d8a992669781cd2debc6b3287a394f4275b,INE733E01010,,2014,digital,large,both,261,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\b2\37\b237251a6a35622748dd3512b6e23d8a992669781cd2debc6b3287a394f4275b.pdf
d7685d1ac37ba440d468d6180b99e12120d96cb8ffe84104faed7ca787fac555,INE154A01025,,2014,mixed,large,both,250,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\d7\68\d7685d1ac37ba440d468d6180b99e12120d96cb8ffe84104faed7ca787fac555.pdf
a04c6b953a65534c863be31c88a387cb75ad7d7810baa0040e3a7c26aea9e028,INE004C01028,,2014,digital,micro,bse,37,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\a0\4c\a04c6b953a65534c863be31c88a387cb75ad7d7810baa0040e3a7c26aea9e028.pdf
fc3571e80cc578381676fdf3626f518a3f5138e1d28cd77482dc4e235911a8d0,INE001B01026,,2014,mixed,micro,both,112,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\fc\35\fc3571e80cc578381676fdf3626f518a3f5138e1d28cd77482dc4e235911a8d0.pdf
b261b2932470e172246c535803ce1586dd99a4442f16a3aaf1f62bdfc3e4316d,INE714B01016,,2014,mixed,micro,bse,34,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\b2\61\b261b2932470e172246c535803ce1586dd99a4442f16a3aaf1f62bdfc3e4316d.pdf
4d7d6038b4d6957981fb422bc501ea893765c24611ea1fa8a5d3cd9425541eae,INE002A01018,,2024,digital,large,both,181,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\pilot_store\blobs\4d\7d\4d7d6038b4d6957981fb422bc501ea893765c24611ea1fa8a5d3cd9425541eae.pdf
730233fd582027ea7c09a53e3df0aee73afc2949e38cbbf8c6f852f9681fe75f,INE002L01015,,2024,mixed,mid,both,241,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\pilot_store\blobs\73\02\730233fd582027ea7c09a53e3df0aee73afc2949e38cbbf8c6f852f9681fe75f.pdf
4f96f92101fb16a200798e89e430a36f9325fbebc5c1f347ebd0ee8b07700a9a,IN9175A01010,,2025,digital,small,both,351,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\live_store\blobs\4f\96\4f96f92101fb16a200798e89e430a36f9325fbebc5c1f347ebd0ee8b07700a9a.pdf
ae8ee2ab53818d9ac6caf097a84191cc9da628acce5847ea494192c6de1dc32f,INE002S01010,,2024,digital,small,both,0,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\pilot_store\blobs\ae\8e\ae8ee2ab53818d9ac6caf097a84191cc9da628acce5847ea494192c6de1dc32f.pdf
a1636fb3316f693d5f65a095977e6ce9bbbd52027e70679bba689cd4698d1965,IN9175A01010,,2024,mixed,small,both,445,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\live_store\blobs\a1\63\a1636fb3316f693d5f65a095977e6ce9bbbd52027e70679bba689cd4698d1965.pdf
b4223457258a5d8fb358ca768daa652f7b987ca753ef478857e84049bcff3468,INE001E01012,,2024,digital,micro,both,179,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\pilot_store\blobs\b4\22\b4223457258a5d8fb358ca768daa652f7b987ca753ef478857e84049bcff3468.pdf
47744fb5b66bf3c5c47e8647e30f91d1243c2a671d26b580275772feca3be610,INE001B01026,,2024,digital,micro,both,155,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\pilot_store\blobs\47\74\47744fb5b66bf3c5c47e8647e30f91d1243c2a671d26b580275772feca3be610.pdf
aebce9df42a3fec535b85099546b61d94c406086e2e183220c894808554d5d07,INE001B01026,,2025,digital,micro,both,324,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\live_store\blobs\ae\bc\aebce9df42a3fec535b85099546b61d94c406086e2e183220c894808554d5d07.pdf
