document_id,page_index,condition,detector,detector_version,score_or_evidence,candidate_status,verification_status,notes
INE001B01026_2012,11,native_page,census_native_detector,1.0.0,chars=3635,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,11,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,12,native_page,census_native_detector,1.0.0,chars=3979,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,12,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,13,native_page,census_native_detector,1.0.0,chars=3723,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,13,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,14,native_page,census_native_detector,1.0.0,chars=4150,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,14,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,15,native_page,census_native_detector,1.0.0,chars=2791,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,15,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,16,native_page,census_native_detector,1.0.0,chars=4736,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,16,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,17,native_page,census_native_detector,1.0.0,chars=4209,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,17,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,18,native_page,census_native_detector,1.0.0,chars=3703,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,18,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,19,native_page,census_native_detector,1.0.0,chars=3978,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,19,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,20,native_page,census_native_detector,1.0.0,chars=4255,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,20,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,21,native_page,census_native_detector,1.0.0,chars=3477,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,21,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,22,native_page,census_native_detector,1.0.0,chars=3424,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,22,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,23,native_page,census_native_detector,1.0.0,chars=2985,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,23,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,24,native_page,census_native_detector,1.0.0,chars=3828,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,24,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,25,native_page,census_native_detector,1.0.0,chars=4378,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,25,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,26,native_page,census_native_detector,1.0.0,chars=3669,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,26,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,27,native_page,census_native_detector,1.0.0,chars=5014,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,27,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,28,native_page,census_native_detector,1.0.0,chars=4862,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,28,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,29,native_page,census_native_detector,1.0.0,chars=1932,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,29,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,30,native_page,census_native_detector,1.0.0,chars=2810,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,30,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,31,native_page,census_native_detector,1.0.0,chars=1446,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,32,native_page,census_native_detector,1.0.0,chars=2338,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,33,native_page,census_native_detector,1.0.0,chars=2252,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,34,native_page,census_native_detector,1.0.0,chars=4427,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,34,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,35,native_page,census_native_detector,1.0.0,chars=2383,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,36,native_page,census_native_detector,1.0.0,chars=3576,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,36,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,37,native_page,census_native_detector,1.0.0,chars=2614,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,38,native_page,census_native_detector,1.0.0,chars=4400,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,38,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,39,native_page,census_native_detector,1.0.0,chars=4875,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,39,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,40,native_page,census_native_detector,1.0.0,chars=3485,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,40,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,41,native_page,census_native_detector,1.0.0,chars=510,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,42,native_page,census_native_detector,1.0.0,chars=2697,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,43,native_page,census_native_detector,1.0.0,chars=2876,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,44,native_page,census_native_detector,1.0.0,chars=3593,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,45,native_page,census_native_detector,1.0.0,chars=617,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,46,native_page,census_native_detector,1.0.0,chars=3438,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,46,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,47,native_page,census_native_detector,1.0.0,chars=2103,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,48,native_page,census_native_detector,1.0.0,chars=1945,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,49,native_page,census_native_detector,1.0.0,chars=4614,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,49,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,50,native_page,census_native_detector,1.0.0,chars=4664,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,50,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,51,native_page,census_native_detector,1.0.0,chars=1201,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,52,native_page,census_native_detector,1.0.0,chars=2826,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,53,native_page,census_native_detector,1.0.0,chars=2866,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,54,native_page,census_native_detector,1.0.0,chars=2096,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,55,native_page,census_native_detector,1.0.0,chars=1084,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,56,native_page,census_native_detector,1.0.0,chars=2281,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,56,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,57,native_page,census_native_detector,1.0.0,chars=1720,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,58,native_page,census_native_detector,1.0.0,chars=1567,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,59,native_page,census_native_detector,1.0.0,chars=1479,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,60,native_page,census_native_detector,1.0.0,chars=1312,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,61,native_page,census_native_detector,1.0.0,chars=1481,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,62,native_page,census_native_detector,1.0.0,chars=2726,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,63,native_page,census_native_detector,1.0.0,chars=2126,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,64,native_page,census_native_detector,1.0.0,chars=2373,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,65,native_page,census_native_detector,1.0.0,chars=1995,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,66,native_page,census_native_detector,1.0.0,chars=3323,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,67,native_page,census_native_detector,1.0.0,chars=2556,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,68,native_page,census_native_detector,1.0.0,chars=2857,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,69,native_page,census_native_detector,1.0.0,chars=2714,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,70,native_page,census_native_detector,1.0.0,chars=2030,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,71,native_page,census_native_detector,1.0.0,chars=1512,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,72,native_page,census_native_detector,1.0.0,chars=640,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,73,native_page,census_native_detector,1.0.0,chars=3668,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,73,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,74,native_page,census_native_detector,1.0.0,chars=4762,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,74,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,75,native_page,census_native_detector,1.0.0,chars=3774,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,75,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,76,native_page,census_native_detector,1.0.0,chars=2192,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,77,native_page,census_native_detector,1.0.0,chars=1932,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,78,native_page,census_native_detector,1.0.0,chars=4631,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,78,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,79,native_page,census_native_detector,1.0.0,chars=4615,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,79,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,80,native_page,census_native_detector,1.0.0,chars=1218,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,80,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,81,native_page,census_native_detector,1.0.0,chars=2765,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,82,native_page,census_native_detector,1.0.0,chars=2636,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,83,native_page,census_native_detector,1.0.0,chars=2050,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,84,native_page,census_native_detector,1.0.0,chars=1101,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,85,native_page,census_native_detector,1.0.0,chars=2347,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,85,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,86,native_page,census_native_detector,1.0.0,chars=1954,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,87,native_page,census_native_detector,1.0.0,chars=1831,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,88,native_page,census_native_detector,1.0.0,chars=1444,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,89,native_page,census_native_detector,1.0.0,chars=1260,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,90,native_page,census_native_detector,1.0.0,chars=1448,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,91,native_page,census_native_detector,1.0.0,chars=2675,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,92,native_page,census_native_detector,1.0.0,chars=1742,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,93,native_page,census_native_detector,1.0.0,chars=2790,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,94,native_page,census_native_detector,1.0.0,chars=2015,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,95,native_page,census_native_detector,1.0.0,chars=3225,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,96,native_page,census_native_detector,1.0.0,chars=3012,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,97,native_page,census_native_detector,1.0.0,chars=2687,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,98,native_page,census_native_detector,1.0.0,chars=1618,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,99,native_page,census_native_detector,1.0.0,chars=1889,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,100,native_page,census_native_detector,1.0.0,chars=1892,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,101,native_page,census_native_detector,1.0.0,chars=1501,CANDIDATE,NOT_REVIEWED,
INE001B01026_2012,103,native_page,census_native_detector,1.0.0,chars=192,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,0,scanned_page,census_scanned_detector,1.0.0,"chars=0, img_area=1.0",CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,1,native_page,census_native_detector,1.0.0,chars=4900,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,1,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,2,native_page,census_native_detector,1.0.0,chars=4612,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,2,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,3,native_page,census_native_detector,1.0.0,chars=3352,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,3,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,4,native_page,census_native_detector,1.0.0,chars=2347,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,5,native_page,census_native_detector,1.0.0,chars=1496,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,6,native_page,census_native_detector,1.0.0,chars=2407,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,7,native_page,census_native_detector,1.0.0,chars=3090,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,9,native_page,census_native_detector,1.0.0,chars=208,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,9,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,10,native_page,census_native_detector,1.0.0,chars=1934,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,10,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,11,scanned_page,census_scanned_detector,1.0.0,"chars=17, img_area=0.9507",CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,12,native_page,census_native_detector,1.0.0,chars=2313,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,13,native_page,census_native_detector,1.0.0,chars=51,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,14,native_page,census_native_detector,1.0.0,chars=2824,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,14,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,15,native_page,census_native_detector,1.0.0,chars=5787,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,15,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,16,native_page,census_native_detector,1.0.0,chars=3159,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,16,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,17,native_page,census_native_detector,1.0.0,chars=4374,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,17,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,18,native_page,census_native_detector,1.0.0,chars=3677,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,18,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,19,native_page,census_native_detector,1.0.0,chars=4636,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,19,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,20,native_page,census_native_detector,1.0.0,chars=3264,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,20,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,21,native_page,census_native_detector,1.0.0,chars=4280,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,21,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,22,native_page,census_native_detector,1.0.0,chars=4322,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,22,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,23,native_page,census_native_detector,1.0.0,chars=4716,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,23,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,24,native_page,census_native_detector,1.0.0,chars=3181,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,24,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,25,native_page,census_native_detector,1.0.0,chars=3807,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,25,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,26,native_page,census_native_detector,1.0.0,chars=4195,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,26,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,27,native_page,census_native_detector,1.0.0,chars=1546,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,28,native_page,census_native_detector,1.0.0,chars=3462,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,28,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,29,native_page,census_native_detector,1.0.0,chars=1913,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,30,native_page,census_native_detector,1.0.0,chars=4353,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,30,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,31,native_page,census_native_detector,1.0.0,chars=4637,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,31,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,32,native_page,census_native_detector,1.0.0,chars=4012,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,32,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,33,native_page,census_native_detector,1.0.0,chars=4032,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,33,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,34,native_page,census_native_detector,1.0.0,chars=1500,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,34,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,35,native_page,census_native_detector,1.0.0,chars=3011,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,35,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,36,native_page,census_native_detector,1.0.0,chars=1510,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,37,native_page,census_native_detector,1.0.0,chars=2452,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,38,native_page,census_native_detector,1.0.0,chars=2648,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,39,native_page,census_native_detector,1.0.0,chars=3853,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,39,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,40,native_page,census_native_detector,1.0.0,chars=3961,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,41,native_page,census_native_detector,1.0.0,chars=2793,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,42,native_page,census_native_detector,1.0.0,chars=3125,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,43,native_page,census_native_detector,1.0.0,chars=3327,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,43,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,44,native_page,census_native_detector,1.0.0,chars=2929,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,45,native_page,census_native_detector,1.0.0,chars=2874,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,46,native_page,census_native_detector,1.0.0,chars=2173,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,47,native_page,census_native_detector,1.0.0,chars=4037,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,47,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,48,native_page,census_native_detector,1.0.0,chars=4253,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,48,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,49,native_page,census_native_detector,1.0.0,chars=2237,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,50,native_page,census_native_detector,1.0.0,chars=787,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,50,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,51,native_page,census_native_detector,1.0.0,chars=2423,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,52,native_page,census_native_detector,1.0.0,chars=2667,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,53,native_page,census_native_detector,1.0.0,chars=1190,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,54,native_page,census_native_detector,1.0.0,chars=3688,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,55,native_page,census_native_detector,1.0.0,chars=523,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,56,native_page,census_native_detector,1.0.0,chars=4861,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,56,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,57,native_page,census_native_detector,1.0.0,chars=2279,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,58,native_page,census_native_detector,1.0.0,chars=1953,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,59,native_page,census_native_detector,1.0.0,chars=2027,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,60,native_page,census_native_detector,1.0.0,chars=1791,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,61,native_page,census_native_detector,1.0.0,chars=4846,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,61,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,62,native_page,census_native_detector,1.0.0,chars=5228,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,62,two_column_page,census_layout_detector,1.0.0,est_cols=2,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,63,native_page,census_native_detector,1.0.0,chars=2965,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,64,native_page,census_native_detector,1.0.0,chars=3325,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,65,native_page,census_native_detector,1.0.0,chars=2435,CANDIDATE,NOT_REVIEWED,
INE001B01026_2013,66,native_page,census_native_detector,1.0.0,chars=1220,CANDIDATE,NOT_REVIEWED,
