document_id,pdf_path,sha256,issuer,fiscal_year,total_pages,split,development_flag,challenge_flag,holdout_flag,native_page_count,ocr_page_count,scanned_page_count,legacy_candidate_page_count,hidden_text_candidate_page_count,duplicate_text_candidate_page_count,devanagari_page_count,bilingual_candidate_page_count,one_column_page_count,two_column_page_count,multi_column_page_count,table_candidate_page_count,header_candidate_page_count,footer_candidate_page_count,toc_candidate,toc_offset_candidate,deep_hierarchy_candidate,annexure_candidate,combined_mdna_candidate,long_report_category,document_representation,evidence_status,notes
INE001F01019_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\be\99\be99894412fec2286577b6347fd4a6f6800470ccf44b5a905db3b2db4aa54e38.pdf,be99894412fec2286577b6347fd4a6f6800470ccf44b5a905db3b2db4aa54e38,Modern Steels Limited,2024,52,FIT,True,False,False,49,0,0,0,0,0,0,0,8,21,23,27,0,0,True,11,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE001F01019_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e6\69\e66945691df2a14d83442d060cf61e398e8317f1d9ad63bbe6202a410f588f22.pdf,e66945691df2a14d83442d060cf61e398e8317f1d9ad63bbe6202a410f588f22,Modern Steels Limited,2025,48,FIT,False,False,False,46,0,0,0,0,0,0,0,8,19,21,26,0,0,True,11,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE001O01029_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\9f\97\9f97d060e4ea6dc5435edc1e758bcf83f38247880952e872c5465ad814069ee6.pdf,9f97d060e4ea6dc5435edc1e758bcf83f38247880952e872c5465ad814069ee6,Risa International Limited,2012,32,HOLDOUT,False,False,True,32,0,0,0,0,0,0,0,17,0,15,32,31,0,True,UNRESOLVED,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE001O01029_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3f\8c\3f8c94f2ccc212bbe21873647892c51e7a83ddd9c98ce4f0eeadc0e96be9383e.pdf,3f8c94f2ccc212bbe21873647892c51e7a83ddd9c98ce4f0eeadc0e96be9383e,Risa International Limited,2013,35,HOLDOUT,False,False,True,34,0,1,0,0,0,0,0,11,2,22,24,0,0,True,UNKNOWN,False,True,True,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE001O01029_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\81\f1\81f182a29e1321adae44e7022763374fefd9b3fad75d51f94c8ef34b85f5e4f3.pdf,81f182a29e1321adae44e7022763374fefd9b3fad75d51f94c8ef34b85f5e4f3,Risa International Limited,2017,71,HOLDOUT,False,False,True,70,0,1,0,0,0,0,0,12,4,55,46,66,0,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE001O01029_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\07\d7\07d7ef68807f64353f662e3bbd38b9e1a76e9c448307381ed41ceee241c788a7.pdf,07d7ef68807f64353f662e3bbd38b9e1a76e9c448307381ed41ceee241c788a7,Risa International Limited,2018,74,HOLDOUT,False,False,True,74,0,0,0,0,0,0,0,16,4,54,45,62,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE001O01029_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\22\b2\22b287d7c3e3306dcb741a0e2551d5ad7d1dfb4670aca4ecda4d9156bc8a8630.pdf,22b287d7c3e3306dcb741a0e2551d5ad7d1dfb4670aca4ecda4d9156bc8a8630,Risa International Limited,2024,96,HOLDOUT,False,False,True,96,1,0,0,0,1,0,0,8,2,86,10,0,0,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE001O01029_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b9\4f\b94f484e5c56c1a354763aab059fd81c53e867128c2f321ec5fdf51a401b2606.pdf,b94f484e5c56c1a354763aab059fd81c53e867128c2f321ec5fdf51a401b2606,Risa International Limited,2025,104,HOLDOUT,False,False,True,104,1,0,0,0,2,0,0,39,3,62,10,90,0,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002A01018_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\7d\5e\7d5e6932d247fc16e41791ecbd03fc25403955c65b4b649536e09a46d50e795a.pdf,7d5e6932d247fc16e41791ecbd03fc25403955c65b4b649536e09a46d50e795a,Reliance Industries Limited,2012,220,FIT,False,True,False,219,1,0,0,0,0,0,0,60,93,67,219,0,2,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002A01018_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\39\f0\39f0bf74cb5ae371b4d4613b016c854bb19b63ff7f4fb44084f4ecd9fbf23cdd.pdf,39f0bf74cb5ae371b4d4613b016c854bb19b63ff7f4fb44084f4ecd9fbf23cdd,Reliance Industries Limited,2013,228,FIT,True,True,False,226,1,1,7,0,0,0,0,39,110,79,133,0,0,True,UNKNOWN,True,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002A01018_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a9\2e\a92ec874a698232e567b718ac71f406995a2ea89b7ad39d14810efc75b4d7248.pdf,a92ec874a698232e567b718ac71f406995a2ea89b7ad39d14810efc75b4d7248,Reliance Industries Limited,2017,461,FIT,False,False,False,460,1,1,0,0,0,0,0,61,247,153,413,0,4,True,UNKNOWN,True,True,False,EXTREME,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002A01018_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3c\12\3c12799b657541213f47910b4326952652cdc6ee53ec593e8a959f933e2ae0f3.pdf,3c12799b657541213f47910b4326952652cdc6ee53ec593e8a959f933e2ae0f3,Reliance Industries Limited,2018,447,FIT,True,True,False,447,1,0,395,0,0,0,0,57,214,176,343,0,13,True,UNKNOWN,False,True,False,VERY_LONG,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002A01018_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4d\7d\4d7d6038b4d6957981fb422bc501ea893765c24611ea1fa8a5d3cd9425541eae.pdf,4d7d6038b4d6957981fb422bc501ea893765c24611ea1fa8a5d3cd9425541eae,Reliance Industries Limited,2024,181,FIT,False,False,False,181,0,0,0,0,0,0,0,0,172,9,174,161,175,True,UNKNOWN,False,True,True,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002A01018_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c4\6a\c46ac824ba00bc39d70f66fcaece42dc1af4e32dd91c2a9038fc443618ec2908.pdf,c46ac824ba00bc39d70f66fcaece42dc1af4e32dd91c2a9038fc443618ec2908,Reliance Industries Limited,2025,174,FIT,True,False,False,174,0,0,0,0,0,0,0,0,157,17,152,135,154,True,UNKNOWN,False,True,False,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002B01016_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ea\b8\eab8aa48f124b68ab28a362ded5f6e46331154125654bd629c4942aba9aaae2e.pdf,eab8aa48f124b68ab28a362ded5f6e46331154125654bd629c4942aba9aaae2e,MADALA HOLDINGS LIMITED,2012,77,HOLDOUT,False,True,True,76,1,1,0,0,0,0,0,28,7,42,4,0,0,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002B01016_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e9\26\e9260e0004a0acea803a172956029d231b7dee6aa184dbf222f582da173ed9ce.pdf,e9260e0004a0acea803a172956029d231b7dee6aa184dbf222f582da173ed9ce,MADALA HOLDINGS LIMITED,2013,79,HOLDOUT,False,True,True,79,1,0,0,0,0,0,0,32,4,43,1,0,0,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002B01016_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\76\07\760754d9348d868700c6afe3a99e365241a5e0bcbe20f2930f9c7b24a417ffdb.pdf,760754d9348d868700c6afe3a99e365241a5e0bcbe20f2930f9c7b24a417ffdb,MADALA HOLDINGS LIMITED,2017,113,HOLDOUT,False,False,True,113,1,0,0,0,0,0,0,70,2,41,49,112,0,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002B01016_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\84\dc\84dc91e82accd8ec6cd972fc26c149df1a90cd5aaf30c97d3579cb49cf4df2e4.pdf,84dc91e82accd8ec6cd972fc26c149df1a90cd5aaf30c97d3579cb49cf4df2e4,MADALA HOLDINGS LIMITED,2018,147,HOLDOUT,False,False,True,145,0,0,0,0,0,0,0,97,0,50,67,143,2,True,UNKNOWN,False,True,False,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002B01016_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\dc\fb\dcfb7065c6a6a4ebe2b37309b78689e61025380dc5d0e36a451d925be0be6ab6.pdf,dcfb7065c6a6a4ebe2b37309b78689e61025380dc5d0e36a451d925be0be6ab6,MADALA HOLDINGS LIMITED,2024,169,HOLDOUT,False,False,True,167,0,0,0,0,0,0,0,106,1,62,50,165,0,True,UNKNOWN,False,True,True,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002B01016_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\67\43\67439158974b6f3dca1e27d73c7272949391b886f8ea55086a4e2b6a66e9acd8.pdf,67439158974b6f3dca1e27d73c7272949391b886f8ea55086a4e2b6a66e9acd8,MADALA HOLDINGS LIMITED,2025,119,HOLDOUT,False,False,True,117,1,0,0,0,0,0,0,66,3,50,31,116,3,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002E01010_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f1\4b\f14b33e27ee960e8eea8d66e80036ffa45f132194765af3fda617950512b6e25.pdf,f14b33e27ee960e8eea8d66e80036ffa45f132194765af3fda617950512b6e25,Sar  Auto Products Limited,2012,40,HOLDOUT,False,False,True,40,0,0,0,0,0,0,0,23,9,8,26,13,0,False,NO_TOC,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002E01010_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\50\6a\506af41f735e68862997ee112b2a80df1b288149d7bcff69324b822567cc8dab.pdf,506af41f735e68862997ee112b2a80df1b288149d7bcff69324b822567cc8dab,Sar  Auto Products Limited,2013,41,HOLDOUT,False,True,True,17,0,18,0,0,0,0,0,39,0,2,12,4,4,False,NO_TOC,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002E01010_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\6d\0c\6d0cb7f7c3148ec7a6dcecfa01e3e5c1711ee64ea09a61f356828fd82b2b704b.pdf,6d0cb7f7c3148ec7a6dcecfa01e3e5c1711ee64ea09a61f356828fd82b2b704b,Sar  Auto Products Limited,2017,81,HOLDOUT,False,False,True,80,0,0,0,0,0,0,0,44,12,25,50,10,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002E01010_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\38\04\380487f45c313901f6306e1dd24d44f629d63c071902b2b1e327e4227fd6e0c5.pdf,380487f45c313901f6306e1dd24d44f629d63c071902b2b1e327e4227fd6e0c5,Sar  Auto Products Limited,2018,96,HOLDOUT,False,False,True,95,1,0,0,0,0,0,0,50,2,44,62,11,0,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002E01010_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\9c\ab\9cab164dfae58457f4b2ced9e2dfb2b46b2ec493528acf9f50c3906da7324e24.pdf,9cab164dfae58457f4b2ced9e2dfb2b46b2ec493528acf9f50c3906da7324e24,Sar  Auto Products Limited,2024,112,HOLDOUT,False,False,True,112,0,0,3,0,0,0,0,62,14,36,64,29,0,True,UNKNOWN,False,True,False,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002E01010_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\05\da\05da41540d2e075326ef41b2c9e264f69f047410b8df041fe942bbf7ab9fe5ac.pdf,05da41540d2e075326ef41b2c9e264f69f047410b8df041fe942bbf7ab9fe5ac,Sar  Auto Products Limited,2025,107,HOLDOUT,False,False,True,107,0,0,3,0,0,0,0,60,16,31,65,27,0,True,UNKNOWN,False,True,False,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002L01015_2012,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\5e\0a\5e0a412d4a192774c403daa7956fee178fa3465078f1503e34d34d22003fce51.pdf,5e0a412d4a192774c403daa7956fee178fa3465078f1503e34d34d22003fce51,SJVN Limited,2012,43,HOLDOUT,False,True,True,0,0,43,0,0,0,0,0,43,0,0,0,0,0,False,NO_TOC,False,False,False,SHORT,SCANNED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002L01015_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\5d\27\5d2774e84efc03637c72202dc28782e0178c2f36162b424f2c6a4e147a3e63f4.pdf,5d2774e84efc03637c72202dc28782e0178c2f36162b424f2c6a4e147a3e63f4,SJVN Limited,2013,52,HOLDOUT,False,False,True,51,0,1,0,0,0,0,0,7,21,24,51,0,4,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002L01015_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\41\bf\41bf69f3f6ef06c856a0bbdf3fb38abc66de123b7e0f79565fd20c777ed1d65c.pdf,41bf69f3f6ef06c856a0bbdf3fb38abc66de123b7e0f79565fd20c777ed1d65c,SJVN Limited,2017,242,HOLDOUT,False,False,True,233,0,4,0,0,0,0,0,56,100,86,199,0,0,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002L01015_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\9c\1a\9c1ab47a56b86dc7867960b1ff14f8cfa4861fc09fcb09d05597bf2bba3df1ba.pdf,9c1ab47a56b86dc7867960b1ff14f8cfa4861fc09fcb09d05597bf2bba3df1ba,SJVN Limited,2018,229,HOLDOUT,False,False,True,216,0,4,1,0,0,0,0,55,77,97,217,0,0,True,UNKNOWN,False,True,True,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002L01015_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\73\02\730233fd582027ea7c09a53e3df0aee73afc2949e38cbbf8c6f852f9681fe75f.pdf,730233fd582027ea7c09a53e3df0aee73afc2949e38cbbf8c6f852f9681fe75f,SJVN Limited,2024,241,HOLDOUT,False,True,True,233,0,0,26,0,0,1,1,75,61,105,238,0,0,True,UNKNOWN,False,True,True,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002L01015_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\10\70\1070a70a65c9f05df0de48a7a7484cd1adf6eddd51803209aad362b912db7406.pdf,1070a70a65c9f05df0de48a7a7484cd1adf6eddd51803209aad362b912db7406,SJVN Limited,2025,253,HOLDOUT,False,True,True,242,4,3,0,0,7,1,1,18,70,165,241,0,0,True,UNKNOWN,False,True,True,LONG,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002S01010_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4b\9c\4b9cd8aa0e62a3236733e450e4c9fe7a02b13177672f8a824ee351a9d35efe48.pdf,4b9cd8aa0e62a3236733e450e4c9fe7a02b13177672f8a824ee351a9d35efe48,Mahanagar Gas Limited,2017,173,VALIDATION,False,False,False,169,1,1,1,0,4,0,0,19,95,59,128,0,0,True,2,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002S01010_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\78\e8\78e81b08cebe7913b9f1584bef0f449d66d6e404f28c8161d5a88d24dbfd1e65.pdf,78e81b08cebe7913b9f1584bef0f449d66d6e404f28c8161d5a88d24dbfd1e65,Mahanagar Gas Limited,2018,165,VALIDATION,False,True,False,164,4,0,0,0,0,0,0,12,87,66,130,0,2,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002S01010_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b0\c5\b0c5d9e610ca5676a1a408a459a8531441816becf9a757471c546262c15f7356.pdf,b0c5d9e610ca5676a1a408a459a8531441816becf9a757471c546262c15f7356,Mahanagar Gas Limited,2024,172,VALIDATION,False,False,False,171,0,1,0,0,0,0,0,2,166,4,171,168,0,True,UNKNOWN,True,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE002S01010_2025,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\da\83\da8365dd2657815beed152e56a4f9ada1214e203716f15f09a831c2490cde272.pdf,da8365dd2657815beed152e56a4f9ada1214e203716f15f09a831c2490cde272,Mahanagar Gas Limited,2025,198,VALIDATION,False,False,False,198,1,0,2,0,0,0,0,1,193,4,195,188,0,True,UNKNOWN,False,True,False,MEDIUM,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003B01014_2011,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ed\c9\edc9a15f53d68ac648fad9db5afc2d47906021f98b7a5e3085f8858450075a66.pdf,edc9a15f53d68ac648fad9db5afc2d47906021f98b7a5e3085f8858450075a66,Inter State Oil Carrier Ltd,2011,48,FIT,False,True,False,0,0,48,0,0,0,0,0,48,0,0,0,0,0,False,NO_TOC,False,False,False,SHORT,SCANNED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003B01014_2013,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ac\45\ac45a5735528f6231356054269077496160bddd78b616fa01823bcf778e232a1.pdf,ac45a5735528f6231356054269077496160bddd78b616fa01823bcf778e232a1,Inter State Oil Carrier Ltd,2013,53,FIT,True,False,False,53,0,0,0,0,0,0,0,27,2,24,22,0,0,False,NO_TOC,False,True,True,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003B01014_2017,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\79\78\7978d1c86cecaa825d81a8be5ff04531878e88f432a6fcd0432f8bd87b296bb0.pdf,7978d1c86cecaa825d81a8be5ff04531878e88f432a6fcd0432f8bd87b296bb0,Inter State Oil Carrier Ltd,2017,63,FIT,False,False,False,63,0,0,0,0,0,0,0,32,1,30,25,0,0,True,UNKNOWN,False,True,False,SHORT,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003B01014_2018,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\14\07\1407c9446c3b97c2617117cdc5edfe0149680c7bb5812244623430ad4981ac2d.pdf,1407c9446c3b97c2617117cdc5edfe0149680c7bb5812244623430ad4981ac2d,Inter State Oil Carrier Ltd,2018,74,FIT,False,False,False,74,1,0,0,1,0,0,0,35,2,37,30,0,0,True,UNKNOWN,False,True,False,SHORT,MIXED,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
INE003B01014_2024,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\88\0f\880f44f7449c8a8b08536c6ca06318b19e9a74cc096fabd9bf8520f431b0f4ac.pdf,880f44f7449c8a8b08536c6ca06318b19e9a74cc096fabd9bf8520f431b0f4ac,Inter State Oil Carrier Ltd,2024,125,FIT,True,False,False,125,0,0,0,0,1,0,0,15,20,90,108,0,2,True,UNKNOWN,False,True,True,MEDIUM,NATIVE,OBSERVED,"Q1=92.75, Median=165.0, Q3=249.25"
