document_id,issuer,fiscal_year,split,condition,status,evidence_source,document_count_basis,page_count,issuer_count_basis,detector_name,detector_version,verification_status,reviewer_type,notes,reconciled_verification_status,provenance
INE001B01026_2012,KRBL Limited,2012,VALIDATION,table_candidate,CANDIDATE,t0.1_audit_detector,1,104,1,audit_detector_table_candidate,1.0.0,NOT_REVIEWED,,raw_prop=table_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2012,KRBL Limited,2012,VALIDATION,header_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_header_candidate,1.0.0,NOT_REVIEWED,,raw_prop=header_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2012,KRBL Limited,2012,VALIDATION,footer_candidate,CANDIDATE,t0.1_audit_detector,1,104,1,audit_detector_footer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=footer_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2012,KRBL Limited,2012,VALIDATION,toc_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_toc_candidate,1.0.0,NOT_REVIEWED,,raw_prop=toc_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2012,KRBL Limited,2012,VALIDATION,deep_hierarchy_candidate,NOT_OBSERVED,t0.1_audit_detector,0,False,0,audit_detector_deep_hierarchy_candidate,1.0.0,NOT_REVIEWED,,raw_prop=deep_hierarchy_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2012,KRBL Limited,2012,VALIDATION,annexure_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_annexure_candidate,1.0.0,NOT_REVIEWED,,raw_prop=annexure_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2012,KRBL Limited,2012,VALIDATION,combined_mdna_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_combined_mdna_candidate,1.0.0,NOT_REVIEWED,,raw_prop=combined_mdna_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,native,CANDIDATE,t0.1_audit_detector,1,116,1,audit_detector_native,1.0.0,NOT_REVIEWED,,raw_prop=native_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,scanned,CANDIDATE,t0.1_audit_detector,1,2,1,audit_detector_scanned,1.0.0,NOT_REVIEWED,,raw_prop=scanned_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,ocr_layer_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_ocr_layer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=ocr_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,legacy_font_candidate,CANDIDATE,t0.1_audit_detector,1,26,1,audit_detector_legacy_font_candidate,1.0.0,NOT_REVIEWED,,raw_prop=legacy_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,hidden_text_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_hidden_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=hidden_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,duplicate_text_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_duplicate_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=duplicate_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,devanagari_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_devanagari_candidate,1.0.0,NOT_REVIEWED,,raw_prop=devanagari_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,bilingual_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_bilingual_candidate,1.0.0,NOT_REVIEWED,,raw_prop=bilingual_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,two_column,CANDIDATE,t0.1_audit_detector,1,43,1,audit_detector_two_column,1.0.0,NOT_REVIEWED,,raw_prop=two_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,multi_column,CANDIDATE,t0.1_audit_detector,1,56,1,audit_detector_multi_column,1.0.0,NOT_REVIEWED,,raw_prop=multi_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,table_candidate,CANDIDATE,t0.1_audit_detector,1,96,1,audit_detector_table_candidate,1.0.0,NOT_REVIEWED,,raw_prop=table_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,header_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_header_candidate,1.0.0,NOT_REVIEWED,,raw_prop=header_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,footer_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_footer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=footer_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,toc_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_toc_candidate,1.0.0,NOT_REVIEWED,,raw_prop=toc_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,deep_hierarchy_candidate,NOT_OBSERVED,t0.1_audit_detector,0,False,0,audit_detector_deep_hierarchy_candidate,1.0.0,NOT_REVIEWED,,raw_prop=deep_hierarchy_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,annexure_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_annexure_candidate,1.0.0,NOT_REVIEWED,,raw_prop=annexure_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2013,KRBL Limited,2013,VALIDATION,combined_mdna_candidate,NOT_OBSERVED,t0.1_audit_detector,0,False,0,audit_detector_combined_mdna_candidate,1.0.0,NOT_REVIEWED,,raw_prop=combined_mdna_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,native,CANDIDATE,t0.1_audit_detector,1,228,1,audit_detector_native,1.0.0,NOT_REVIEWED,,raw_prop=native_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,scanned,CANDIDATE,t0.1_audit_detector,1,1,1,audit_detector_scanned,1.0.0,NOT_REVIEWED,,raw_prop=scanned_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,ocr_layer_candidate,CANDIDATE,t0.1_audit_detector,1,2,1,audit_detector_ocr_layer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=ocr_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,legacy_font_candidate,CANDIDATE,t0.1_audit_detector,1,1,1,audit_detector_legacy_font_candidate,1.0.0,NOT_REVIEWED,,raw_prop=legacy_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,hidden_text_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_hidden_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=hidden_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,duplicate_text_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_duplicate_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=duplicate_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,devanagari_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_devanagari_candidate,1.0.0,NOT_REVIEWED,,raw_prop=devanagari_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,bilingual_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_bilingual_candidate,1.0.0,NOT_REVIEWED,,raw_prop=bilingual_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,two_column,CANDIDATE,t0.1_audit_detector,1,92,1,audit_detector_two_column,1.0.0,NOT_REVIEWED,,raw_prop=two_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,multi_column,CANDIDATE,t0.1_audit_detector,1,113,1,audit_detector_multi_column,1.0.0,NOT_REVIEWED,,raw_prop=multi_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,table_candidate,CANDIDATE,t0.1_audit_detector,1,232,1,audit_detector_table_candidate,1.0.0,NOT_REVIEWED,,raw_prop=table_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,header_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_header_candidate,1.0.0,NOT_REVIEWED,,raw_prop=header_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,footer_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_footer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=footer_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,toc_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_toc_candidate,1.0.0,NOT_REVIEWED,,raw_prop=toc_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,deep_hierarchy_candidate,NOT_OBSERVED,t0.1_audit_detector,0,False,0,audit_detector_deep_hierarchy_candidate,1.0.0,NOT_REVIEWED,,raw_prop=deep_hierarchy_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,annexure_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_annexure_candidate,1.0.0,NOT_REVIEWED,,raw_prop=annexure_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2017,KRBL Limited,2017,VALIDATION,combined_mdna_candidate,NOT_OBSERVED,t0.1_audit_detector,0,False,0,audit_detector_combined_mdna_candidate,1.0.0,NOT_REVIEWED,,raw_prop=combined_mdna_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,native,CANDIDATE,t0.1_audit_detector,1,239,1,audit_detector_native,1.0.0,NOT_REVIEWED,,raw_prop=native_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,scanned,CANDIDATE,t0.1_audit_detector,1,1,1,audit_detector_scanned,1.0.0,NOT_REVIEWED,,raw_prop=scanned_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,ocr_layer_candidate,CANDIDATE,t0.1_audit_detector,1,9,1,audit_detector_ocr_layer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=ocr_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,legacy_font_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_legacy_font_candidate,1.0.0,NOT_REVIEWED,,raw_prop=legacy_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,hidden_text_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_hidden_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=hidden_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,duplicate_text_candidate,CANDIDATE,t0.1_audit_detector,1,1,1,audit_detector_duplicate_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=duplicate_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,devanagari_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_devanagari_candidate,1.0.0,NOT_REVIEWED,,raw_prop=devanagari_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,bilingual_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_bilingual_candidate,1.0.0,NOT_REVIEWED,,raw_prop=bilingual_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,two_column,CANDIDATE,t0.1_audit_detector,1,116,1,audit_detector_two_column,1.0.0,NOT_REVIEWED,,raw_prop=two_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,multi_column,CANDIDATE,t0.1_audit_detector,1,84,1,audit_detector_multi_column,1.0.0,NOT_REVIEWED,,raw_prop=multi_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,table_candidate,CANDIDATE,t0.1_audit_detector,1,212,1,audit_detector_table_candidate,1.0.0,NOT_REVIEWED,,raw_prop=table_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,header_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_header_candidate,1.0.0,NOT_REVIEWED,,raw_prop=header_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,footer_candidate,CANDIDATE,t0.1_audit_detector,1,7,1,audit_detector_footer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=footer_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,toc_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_toc_candidate,1.0.0,NOT_REVIEWED,,raw_prop=toc_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,deep_hierarchy_candidate,NOT_OBSERVED,t0.1_audit_detector,0,False,0,audit_detector_deep_hierarchy_candidate,1.0.0,NOT_REVIEWED,,raw_prop=deep_hierarchy_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,annexure_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_annexure_candidate,1.0.0,NOT_REVIEWED,,raw_prop=annexure_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2018,KRBL Limited,2018,VALIDATION,combined_mdna_candidate,NOT_OBSERVED,t0.1_audit_detector,0,False,0,audit_detector_combined_mdna_candidate,1.0.0,NOT_REVIEWED,,raw_prop=combined_mdna_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,native,CANDIDATE,t0.1_audit_detector,1,155,1,audit_detector_native,1.0.0,NOT_REVIEWED,,raw_prop=native_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,scanned,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_scanned,1.0.0,NOT_REVIEWED,,raw_prop=scanned_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,ocr_layer_candidate,CANDIDATE,t0.1_audit_detector,1,1,1,audit_detector_ocr_layer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=ocr_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,legacy_font_candidate,CANDIDATE,t0.1_audit_detector,1,5,1,audit_detector_legacy_font_candidate,1.0.0,NOT_REVIEWED,,raw_prop=legacy_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,hidden_text_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_hidden_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=hidden_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,duplicate_text_candidate,CANDIDATE,t0.1_audit_detector,1,1,1,audit_detector_duplicate_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=duplicate_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,devanagari_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_devanagari_candidate,1.0.0,NOT_REVIEWED,,raw_prop=devanagari_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,bilingual_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_bilingual_candidate,1.0.0,NOT_REVIEWED,,raw_prop=bilingual_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,two_column,CANDIDATE,t0.1_audit_detector,1,149,1,audit_detector_two_column,1.0.0,NOT_REVIEWED,,raw_prop=two_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,multi_column,CANDIDATE,t0.1_audit_detector,1,4,1,audit_detector_multi_column,1.0.0,NOT_REVIEWED,,raw_prop=multi_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,table_candidate,CANDIDATE,t0.1_audit_detector,1,155,1,audit_detector_table_candidate,1.0.0,NOT_REVIEWED,,raw_prop=table_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,header_candidate,CANDIDATE,t0.1_audit_detector,1,150,1,audit_detector_header_candidate,1.0.0,NOT_REVIEWED,,raw_prop=header_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,footer_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_footer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=footer_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,toc_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_toc_candidate,1.0.0,NOT_REVIEWED,,raw_prop=toc_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,deep_hierarchy_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_deep_hierarchy_candidate,1.0.0,NOT_REVIEWED,,raw_prop=deep_hierarchy_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,annexure_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_annexure_candidate,1.0.0,NOT_REVIEWED,,raw_prop=annexure_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2024,KRBL Limited,2024,VALIDATION,combined_mdna_candidate,NOT_OBSERVED,t0.1_audit_detector,0,False,0,audit_detector_combined_mdna_candidate,1.0.0,NOT_REVIEWED,,raw_prop=combined_mdna_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,native,CANDIDATE,t0.1_audit_detector,1,322,1,audit_detector_native,1.0.0,NOT_REVIEWED,,raw_prop=native_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,scanned,CANDIDATE,t0.1_audit_detector,1,2,1,audit_detector_scanned,1.0.0,NOT_REVIEWED,,raw_prop=scanned_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,ocr_layer_candidate,CANDIDATE,t0.1_audit_detector,1,1,1,audit_detector_ocr_layer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=ocr_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,legacy_font_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_legacy_font_candidate,1.0.0,NOT_REVIEWED,,raw_prop=legacy_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,hidden_text_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_hidden_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=hidden_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,duplicate_text_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_duplicate_text_candidate,1.0.0,NOT_REVIEWED,,raw_prop=duplicate_text_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,devanagari_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_devanagari_candidate,1.0.0,NOT_REVIEWED,,raw_prop=devanagari_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,bilingual_candidate,NOT_OBSERVED,t0.1_audit_detector,0,0,0,audit_detector_bilingual_candidate,1.0.0,NOT_REVIEWED,,raw_prop=bilingual_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,two_column,CANDIDATE,t0.1_audit_detector,1,126,1,audit_detector_two_column,1.0.0,NOT_REVIEWED,,raw_prop=two_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,multi_column,CANDIDATE,t0.1_audit_detector,1,186,1,audit_detector_multi_column,1.0.0,NOT_REVIEWED,,raw_prop=multi_column_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,table_candidate,CANDIDATE,t0.1_audit_detector,1,270,1,audit_detector_table_candidate,1.0.0,NOT_REVIEWED,,raw_prop=table_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,header_candidate,CANDIDATE,t0.1_audit_detector,1,33,1,audit_detector_header_candidate,1.0.0,NOT_REVIEWED,,raw_prop=header_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,footer_candidate,CANDIDATE,t0.1_audit_detector,1,33,1,audit_detector_footer_candidate,1.0.0,NOT_REVIEWED,,raw_prop=footer_candidate_page_count,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,toc_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_toc_candidate,1.0.0,NOT_REVIEWED,,raw_prop=toc_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,deep_hierarchy_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_deep_hierarchy_candidate,1.0.0,NOT_REVIEWED,,raw_prop=deep_hierarchy_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
INE001B01026_2025,KRBL Limited,2025,VALIDATION,annexure_candidate,CANDIDATE,t0.1_audit_detector,1,True,1,audit_detector_annexure_candidate,1.0.0,NOT_REVIEWED,,raw_prop=annexure_candidate,NOT_REVIEWED,DERIVED_RECONCILIATION
