sha256,company_id,cin,fy_end,doc_kind,cap_band,exchange,total_pages,path,split_seed
bd6ad137a7a3b8e4609c93ff8bc16265aa0efc709233a4dd5b79e54ccc853fbc,INE004E01016,,2013,digital,micro,bse,81,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\bd\6a\bd6ad137a7a3b8e4609c93ff8bc16265aa0efc709233a4dd5b79e54ccc853fbc.pdf,20260912
e9260e0004a0acea803a172956029d231b7dee6aa184dbf222f582da173ed9ce,INE002B01016,,2013,digital,micro,bse,79,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e9\26\e9260e0004a0acea803a172956029d231b7dee6aa184dbf222f582da173ed9ce.pdf,20260912
1293abc0a3835396a6c82d1dd327d076ae350dc7a64d49bf682dba0602d05fc0,INE006C01015,,2013,mixed,micro,bse,31,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\12\93\1293abc0a3835396a6c82d1dd327d076ae350dc7a64d49bf682dba0602d05fc0.pdf,20260912
65a39f97ae2faecdebd901d5487886dbdc3380a282772fc6528fe9449edebd85,INE001B01026,,2013,mixed,micro,both,120,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\65\a3\65a39f97ae2faecdebd901d5487886dbdc3380a282772fc6528fe9449edebd85.pdf,20260912
506af41f735e68862997ee112b2a80df1b288149d7bcff69324b822567cc8dab,INE002E01010,,2013,mixed,micro,bse,41,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\50\6a\506af41f735e68862997ee112b2a80df1b288149d7bcff69324b822567cc8dab.pdf,20260912
d79a05fd419ea504728658a5dbba78ea5ca806a67115c27e41548555eadb4b06,INE226A01021,,2012,digital,mid,both,116,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\d7\9a\d79a05fd419ea504728658a5dbba78ea5ca806a67115c27e41548555eadb4b06.pdf,20260912
c2e25d3bba43d69f4e34577ff37ca249b44da3937d60ed947642692b6418790c,INE006I01046,,2013,digital,mid,both,112,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c2\e2\c2e25d3bba43d69f4e34577ff37ca249b44da3937d60ed947642692b6418790c.pdf,20260912
37a21f8e4f7cc3c811a2a8b270b75a1ed60ac4b210e9fc9d0aabcde7eb78ecab,INE151A01013,,2013,digital,mid,both,158,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\37\a2\37a21f8e4f7cc3c811a2a8b270b75a1ed60ac4b210e9fc9d0aabcde7eb78ecab.pdf,20260912
29b68699a9c265cc5df77a46b11d0e1507ac272c86b9db8c480351b314134ad0,INE151A01013,,2012,digital,mid,both,149,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\29\b6\29b68699a9c265cc5df77a46b11d0e1507ac272c86b9db8c480351b314134ad0.pdf,20260912
e75eb3c9e6a3a73f18f96a2906419a4221c8e9406c713ca976cc82306110de45,INE761H01022,,2013,mixed,mid,both,84,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e7\5e\e75eb3c9e6a3a73f18f96a2906419a4221c8e9406c713ca976cc82306110de45.pdf,20260912
e3aa3b9f3bad935331d44fa9942bda156f3f7bc98c04427117bfd86ae89306fb,INE797F01020,,2013,mixed,mid,both,109,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e3\aa\e3aa3b9f3bad935331d44fa9942bda156f3f7bc98c04427117bfd86ae89306fb.pdf,20260912
5d2774e84efc03637c72202dc28782e0178c2f36162b424f2c6a4e147a3e63f4,INE002L01015,,2013,mixed,mid,both,52,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\5d\27\5d2774e84efc03637c72202dc28782e0178c2f36162b424f2c6a4e147a3e63f4.pdf,20260912
4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b,INE007A01025,,2012,mixed,mid,both,164,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4c\64\4c64fbf7aec3f61bfa8e421e8e642ea4b52d0af92e2083e9c58ab39d867fd51b.pdf,20260912
4d7094047ffdcd917b71c6ede5941a036328a3d10cd2f8a03beb2bc517565166,INE006I01046,,2012,mixed,mid,both,104,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4d\70\4d7094047ffdcd917b71c6ede5941a036328a3d10cd2f8a03beb2bc517565166.pdf,20260912
5e0a412d4a192774c403daa7956fee178fa3465078f1503e34d34d22003fce51,INE002L01015,,2012,scanned,mid,both,43,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\5e\0a\5e0a412d4a192774c403daa7956fee178fa3465078f1503e34d34d22003fce51.pdf,20260912
4e62913a8863fab4f45c90c7f4ee328b232124ec02071cf61b1e4864cf850606,INE192B01031,,2012,digital,small,both,150,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4e\62\4e62913a8863fab4f45c90c7f4ee328b232124ec02071cf61b1e4864cf850606.pdf,20260912
1711171ff8edc5051f62c21869c885059481311309757f85954f6fa35df94f3d,INE192B01031,,2013,digital,small,both,121,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\17\11\1711171ff8edc5051f62c21869c885059481311309757f85954f6fa35df94f3d.pdf,20260912
ac056f0de39913579ff7e3546c78ea784492f46b256e0e86be69aa5736162557,INE482A01020,,2012,digital,small,both,116,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ac\05\ac056f0de39913579ff7e3546c78ea784492f46b256e0e86be69aa5736162557.pdf,20260912
41e7e3720ea2060b23a5c0aa91bafe3ab1f4bf165150f93f2195e4f5c6a54f4e,INE008A01015,,2013,digital,small,both,202,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\41\e7\41e7e3720ea2060b23a5c0aa91bafe3ab1f4bf165150f93f2195e4f5c6a54f4e.pdf,20260912
43eb0d49e59d7fee138022b874d8e303e671a683d9763a8864c3c9747656f518,INE482A01020,,2013,digital,small,both,136,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\43\eb\43eb0d49e59d7fee138022b874d8e303e671a683d9763a8864c3c9747656f518.pdf,20260912
ffeb15ba2d5dce924fa35d1c00a56ec981f5e740f36fbb288d23c3db5ccad6b5,INE119A01028,,2013,mixed,small,both,140,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ff\eb\ffeb15ba2d5dce924fa35d1c00a56ec981f5e740f36fbb288d23c3db5ccad6b5.pdf,20260912
a8bcd04d6ec38da4f503aa9c4abf9c51c264a617b4b6b18f56215224234695a0,INE008A01015,,2012,mixed,small,both,229,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a8\bc\a8bcd04d6ec38da4f503aa9c4abf9c51c264a617b4b6b18f56215224234695a0.pdf,20260912
b588fbff20f69bf75cbd0dd1207e4ad48b616875218fb58488a4b047a40c4208,INE081A01020,,2017,digital,large,both,381,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b5\88\b588fbff20f69bf75cbd0dd1207e4ad48b616875218fb58488a4b047a40c4208.pdf,20260912
a194d6ff73fc9975bb0095c3269d2c63480a802eebd0919ceef5bd389da6e42e,INE154A01025,,2017,digital,large,both,344,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a1\94\a194d6ff73fc9975bb0095c3269d2c63480a802eebd0919ceef5bd389da6e42e.pdf,20260912
65f9f2569702dee3187aa6a57caeba1c295e5c97eab21570990cd900716f4796,INE154A01025,,2018,digital,large,both,334,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\65\f9\65f9f2569702dee3187aa6a57caeba1c295e5c97eab21570990cd900716f4796.pdf,20260912
a92ec874a698232e567b718ac71f406995a2ea89b7ad39d14810efc75b4d7248,INE002A01018,,2017,digital,large,both,461,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a9\2e\a92ec874a698232e567b718ac71f406995a2ea89b7ad39d14810efc75b4d7248.pdf,20260912
5378aa22c774a2be796fbf6490844f0fc1fd31632d5b149897894614cc6dfbf7,INE009A01021,,2017,digital,large,both,261,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\53\78\5378aa22c774a2be796fbf6490844f0fc1fd31632d5b149897894614cc6dfbf7.pdf,20260912
98012b40f1bb58d93cca9dfa643da9216e1bab8467da924eccb034d113b33bc5,INE040A01034,,2018,mixed,large,both,244,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\98\01\98012b40f1bb58d93cca9dfa643da9216e1bab8467da924eccb034d113b33bc5.pdf,20260912
528fb52b970812d51d621216b9667115fa35c499e980b8dc6d119b1972e8006d,INE040A01034,,2017,mixed,large,both,220,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\52\8f\528fb52b970812d51d621216b9667115fa35c499e980b8dc6d119b1972e8006d.pdf,20260912
3c12799b657541213f47910b4326952652cdc6ee53ec593e8a959f933e2ae0f3,INE002A01018,,2018,scanned,large,both,447,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3c\12\3c12799b657541213f47910b4326952652cdc6ee53ec593e8a959f933e2ae0f3.pdf,20260912
1407c9446c3b97c2617117cdc5edfe0149680c7bb5812244623430ad4981ac2d,INE003B01014,,2018,digital,micro,bse,74,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\14\07\1407c9446c3b97c2617117cdc5edfe0149680c7bb5812244623430ad4981ac2d.pdf,20260912
ede8a4693046d2182c3a5cbc068c708305be3b5f2c09e30278d63de3e7ef01c8,INE003F01015,,2017,digital,micro,bse,60,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ed\e8\ede8a4693046d2182c3a5cbc068c708305be3b5f2c09e30278d63de3e7ef01c8.pdf,20260912
84dc91e82accd8ec6cd972fc26c149df1a90cd5aaf30c97d3579cb49cf4df2e4,INE002B01016,,2018,digital,micro,bse,147,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\84\dc\84dc91e82accd8ec6cd972fc26c149df1a90cd5aaf30c97d3579cb49cf4df2e4.pdf,20260912
7d6c7f1dff985bd0ddb0e3f676f1673c0a0a73c9a8e5561ea362e0c5b00118cc,INE001F01019,,2017,digital,micro,bse,48,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\7d\6c\7d6c7f1dff985bd0ddb0e3f676f1673c0a0a73c9a8e5561ea362e0c5b00118cc.pdf,20260912
81f182a29e1321adae44e7022763374fefd9b3fad75d51f94c8ef34b85f5e4f3,INE001O01029,,2017,digital,micro,bse,71,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\81\f1\81f182a29e1321adae44e7022763374fefd9b3fad75d51f94c8ef34b85f5e4f3.pdf,20260912
79ffd006fc0fc6b8d97c28e00fa4f9eae09d63f6b84df1b48d15d2faf19bcfec,INE006C01015,,2018,digital,micro,bse,51,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\79\ff\79ffd006fc0fc6b8d97c28e00fa4f9eae09d63f6b84df1b48d15d2faf19bcfec.pdf,20260912
a7f1aa3e11271d82730e322f7bff4ff0bf937809e3bde6af26c1086426cd0393,INE001B01026,,2017,mixed,micro,both,237,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a7\f1\a7f1aa3e11271d82730e322f7bff4ff0bf937809e3bde6af26c1086426cd0393.pdf,20260912
73c9aba9314f2a879e5bba9d9bbec279f90505b62c16f97e2d893a89c124612e,INE004C01028,,2017,mixed,micro,bse,63,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\73\c9\73c9aba9314f2a879e5bba9d9bbec279f90505b62c16f97e2d893a89c124612e.pdf,20260912
eb1db90ac4b641369bbef5c6fdec9cbe9848c6abe16943b39588d0cd8f3958fe,INE001F01019,,2018,mixed,micro,bse,79,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\eb\1d\eb1db90ac4b641369bbef5c6fdec9cbe9848c6abe16943b39588d0cd8f3958fe.pdf,20260912
1796908df6c06c13b1ce4e5c04f39c8c876d0494262d36f3aab705482ce1e06b,INE797F01020,,2018,digital,mid,both,193,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\17\96\1796908df6c06c13b1ce4e5c04f39c8c876d0494262d36f3aab705482ce1e06b.pdf,20260912
c4061954a05c44aef57c01c894a0b3ca4a199c9df53167adea6c97ca223238bb,INE797F01020,,2017,digital,mid,both,197,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c4\06\c4061954a05c44aef57c01c894a0b3ca4a199c9df53167adea6c97ca223238bb.pdf,20260912
f3870645c3d4c599bf761f37a76bbafbeed7a4ea95f67ae561e4ac5d4ccfd53d,INE007A01025,,2018,digital,mid,both,250,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f3\87\f3870645c3d4c599bf761f37a76bbafbeed7a4ea95f67ae561e4ac5d4ccfd53d.pdf,20260912
9c1ab47a56b86dc7867960b1ff14f8cfa4861fc09fcb09d05597bf2bba3df1ba,INE002L01015,,2018,digital,mid,both,229,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\9c\1a\9c1ab47a56b86dc7867960b1ff14f8cfa4861fc09fcb09d05597bf2bba3df1ba.pdf,20260912
c65d2ada7910502e7ccc83992c98f68ad4bade44b0e1cd58a55b3bd1775d5803,INE151A01013,,2017,digital,mid,both,300,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c6\5d\c65d2ada7910502e7ccc83992c98f68ad4bade44b0e1cd58a55b3bd1775d5803.pdf,20260912
caae2c5d920664fb02ac91e33083635ee91b3671f03a8e73ca63990bd6c4dfc8,INE761H01022,,2018,digital,mid,both,115,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ca\ae\caae2c5d920664fb02ac91e33083635ee91b3671f03a8e73ca63990bd6c4dfc8.pdf,20260912
d1b6a479cc7e28829f2f786ac2e46208b2b2f4d4a59ec0b30cb47421a3aeeaa0,INE171A01029,,2018,mixed,mid,both,240,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\d1\b6\d1b6a479cc7e28829f2f786ac2e46208b2b2f4d4a59ec0b30cb47421a3aeeaa0.pdf,20260912
63dbce38652ba5a68ae68554303ea8e99478c7cd79450576e1f44535418f9345,INE008A01015,,2018,digital,small,both,348,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\63\db\63dbce38652ba5a68ae68554303ea8e99478c7cd79450576e1f44535418f9345.pdf,20260912
06c8df4d32962c388909c765f4554c12635fd7fe3c2279b1ea51e08cbcc1210d,INE008A01015,,2017,digital,small,both,390,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\06\c8\06c8df4d32962c388909c765f4554c12635fd7fe3c2279b1ea51e08cbcc1210d.pdf,20260912
78e81b08cebe7913b9f1584bef0f449d66d6e404f28c8161d5a88d24dbfd1e65,INE002S01010,,2018,digital,small,both,165,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\78\e8\78e81b08cebe7913b9f1584bef0f449d66d6e404f28c8161d5a88d24dbfd1e65.pdf,20260912
28ed7b6a3053aa475dcfe8e587417fdbd25c4f7dfaaf670e76eb30595b7bee81,INE191H01014,,2018,digital,small,both,218,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\28\ed\28ed7b6a3053aa475dcfe8e587417fdbd25c4f7dfaaf670e76eb30595b7bee81.pdf,20260912
141e69522edec37b5823a058ed210412a3774fd9f125548d6683e38cefdeb765,INE191H01014,,2017,digital,small,both,219,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\14\1e\141e69522edec37b5823a058ed210412a3774fd9f125548d6683e38cefdeb765.pdf,20260912
29781cdde4c132519a7ac8a70bf633d7b409249ca665611fec76c945b3f89e37,INE119A01028,,2018,digital,small,both,257,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\29\78\29781cdde4c132519a7ac8a70bf633d7b409249ca665611fec76c945b3f89e37.pdf,20260912
4b9cd8aa0e62a3236733e450e4c9fe7a02b13177672f8a824ee351a9d35efe48,INE002S01010,,2017,mixed,small,both,173,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4b\9c\4b9cd8aa0e62a3236733e450e4c9fe7a02b13177672f8a824ee351a9d35efe48.pdf,20260912
875360e8667a46c33d0e33859b4cf363a6cdf68754e3220db9ce77b62fae434a,INE040A01034,,2025,digital,large,both,591,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\87\53\875360e8667a46c33d0e33859b4cf363a6cdf68754e3220db9ce77b62fae434a.pdf,20260912
abc0664bb0f83fc60b54898aef71b5554ae95a8eeb7fbe8a3a854309bd84224b,INE044A01036,,2025,digital,large,both,327,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ab\c0\abc0664bb0f83fc60b54898aef71b5554ae95a8eeb7fbe8a3a854309bd84224b.pdf,20260912
fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e,INE040A01034,,2024,digital,large,both,610,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\fc\d7\fcd7ef37de26997fed3bcf2b7cfb9eb90f08d4e2617f5f3f967a1ac621c2a73e.pdf,20260912
dbb9d8021b365cc095ef9e5c6917e4ec4fe7cca079672ece3beb6284128c9343,INE044A01036,,2024,digital,large,both,313,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\db\b9\dbb9d8021b365cc095ef9e5c6917e4ec4fe7cca079672ece3beb6284128c9343.pdf,20260912
b0a9bb9e802aff5f09733b8c78c88e9878732ac46e0fb29754c6da87ad47326a,INE009A01021,,2024,digital,large,both,353,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b0\a9\b0a9bb9e802aff5f09733b8c78c88e9878732ac46e0fb29754c6da87ad47326a.pdf,20260912
6b4cb6251ee52c35e7b2d0744089f7dcaba4da86f64a522ff249d0aa376e0925,INE154A01025,,2025,digital,large,both,428,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\6b\4c\6b4cb6251ee52c35e7b2d0744089f7dcaba4da86f64a522ff249d0aa376e0925.pdf,20260912
b4223457258a5d8fb358ca768daa652f7b987ca753ef478857e84049bcff3468,INE001E01012,,2024,digital,micro,both,179,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\pilot_store\blobs\b4\22\b4223457258a5d8fb358ca768daa652f7b987ca753ef478857e84049bcff3468.pdf,20260912
7a4f1a963222265043d2cc62f24d525cbd85af2da8342fa248089ecce38296e4,INE004Z01011,,2025,digital,micro,bse,92,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\7a\4f\7a4f1a963222265043d2cc62f24d525cbd85af2da8342fa248089ecce38296e4.pdf,20260912
b94f484e5c56c1a354763aab059fd81c53e867128c2f321ec5fdf51a401b2606,INE001O01029,,2025,digital,micro,bse,104,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b9\4f\b94f484e5c56c1a354763aab059fd81c53e867128c2f321ec5fdf51a401b2606.pdf,20260912
67439158974b6f3dca1e27d73c7272949391b886f8ea55086a4e2b6a66e9acd8,INE002B01016,,2025,digital,micro,bse,119,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\67\43\67439158974b6f3dca1e27d73c7272949391b886f8ea55086a4e2b6a66e9acd8.pdf,20260912
22b287d7c3e3306dcb741a0e2551d5ad7d1dfb4670aca4ecda4d9156bc8a8630,INE001O01029,,2024,digital,micro,bse,96,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\22\b2\22b287d7c3e3306dcb741a0e2551d5ad7d1dfb4670aca4ecda4d9156bc8a8630.pdf,20260912
8944db14283b448a6e1fe1d873cdad5b01643593bc0d5dbfd043fb82a9aaee3f,INE004E01016,,2025,digital,micro,bse,95,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\89\44\8944db14283b448a6e1fe1d873cdad5b01643593bc0d5dbfd043fb82a9aaee3f.pdf,20260912
22d87e86093fe19cc7250f3a282dc9bff3536ac5fe4b2bde81fca1f73a29e7c5,INE005E01013,,2025,mixed,micro,bse,148,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\22\d8\22d87e86093fe19cc7250f3a282dc9bff3536ac5fe4b2bde81fca1f73a29e7c5.pdf,20260912
2077b668cbc7290b91420f4a49abfb0585df84bddfdbc03cd94fac8bc6412914,INE004C01028,,2024,scanned,micro,bse,68,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\20\77\2077b668cbc7290b91420f4a49abfb0585df84bddfdbc03cd94fac8bc6412914.pdf,20260912
8d50b3dacf0a39d2e58cacad0375beb7d2a23f8899472c598eea915405d35e30,INE151A01013,,2024,digital,mid,both,195,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\8d\50\8d50b3dacf0a39d2e58cacad0375beb7d2a23f8899472c598eea915405d35e30.pdf,20260912
ba5ca28c77ae87453fbf869451bc15b09a14dfc6dbaee8cce13aed08c9767838,INE007A01025,,2024,digital,mid,both,435,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ba\5c\ba5ca28c77ae87453fbf869451bc15b09a14dfc6dbaee8cce13aed08c9767838.pdf,20260912
e1f48191c3aa007a4d2c0bd3f72076e67359fb7df62e6d2e3074cd381c566c71,INE006I01046,,2024,digital,mid,both,252,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e1\f4\e1f48191c3aa007a4d2c0bd3f72076e67359fb7df62e6d2e3074cd381c566c71.pdf,20260912
1894487aceade75f001e04e7e39ed74fb44381b25927f7c05c9e424c42ba1b40,INE226A01021,,2024,digital,mid,both,460,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\18\94\1894487aceade75f001e04e7e39ed74fb44381b25927f7c05c9e424c42ba1b40.pdf,20260912
e2027f21bb684518e643f74b01ba21eb54e8c5f42696af3cc255ed4f241ba47e,INE761H01022,,2025,digital,mid,both,202,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e2\02\e2027f21bb684518e643f74b01ba21eb54e8c5f42696af3cc255ed4f241ba47e.pdf,20260912
4e65d79ed0c336f5a97ae1664f18af9db7fbefbef30fafd35595dea0925c746a,INE007A01025,,2025,digital,mid,both,373,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4e\65\4e65d79ed0c336f5a97ae1664f18af9db7fbefbef30fafd35595dea0925c746a.pdf,20260912
730233fd582027ea7c09a53e3df0aee73afc2949e38cbbf8c6f852f9681fe75f,INE002L01015,,2024,mixed,mid,both,241,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\73\02\730233fd582027ea7c09a53e3df0aee73afc2949e38cbbf8c6f852f9681fe75f.pdf,20260912
599fa0156caf55027fa2a482979b5288311ed46e5c2b0464f812146540f35e6d,INE482A01020,,2025,digital,small,both,187,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\59\9f\599fa0156caf55027fa2a482979b5288311ed46e5c2b0464f812146540f35e6d.pdf,20260912
