sha256,company_id,cin,fy_end,doc_kind,cap_band,exchange,total_pages,path
5e0a412d4a192774c403daa7956fee178fa3465078f1503e34d34d22003fce51,INE002L01015,,2012,scanned,mid,both,43,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\5e\0a\5e0a412d4a192774c403daa7956fee178fa3465078f1503e34d34d22003fce51.pdf
ac056f0de39913579ff7e3546c78ea784492f46b256e0e86be69aa5736162557,INE482A01020,,2012,digital,small,both,116,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ac\05\ac056f0de39913579ff7e3546c78ea784492f46b256e0e86be69aa5736162557.pdf
e68cb02ddc41f4b53977b367c337add55a834facbbc907bb8505a5d22bc0bd96,INE191H01014,,2013,digital,small,both,110,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e6\8c\e68cb02ddc41f4b53977b367c337add55a834facbbc907bb8505a5d22bc0bd96.pdf
f97f93eef3bb87fced844242ac7789d10002e30f27ea2fe92f51e30f11344ead,INE191H01014,,2012,digital,small,both,104,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f9\7f\f97f93eef3bb87fced844242ac7789d10002e30f27ea2fe92f51e30f11344ead.pdf
4e62913a8863fab4f45c90c7f4ee328b232124ec02071cf61b1e4864cf850606,INE192B01031,,2012,digital,small,both,150,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4e\62\4e62913a8863fab4f45c90c7f4ee328b232124ec02071cf61b1e4864cf850606.pdf
1711171ff8edc5051f62c21869c885059481311309757f85954f6fa35df94f3d,INE192B01031,,2013,digital,small,both,121,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\17\11\1711171ff8edc5051f62c21869c885059481311309757f85954f6fa35df94f3d.pdf
41e7e3720ea2060b23a5c0aa91bafe3ab1f4bf165150f93f2195e4f5c6a54f4e,INE008A01015,,2013,digital,small,both,202,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\41\e7\41e7e3720ea2060b23a5c0aa91bafe3ab1f4bf165150f93f2195e4f5c6a54f4e.pdf
43eb0d49e59d7fee138022b874d8e303e671a683d9763a8864c3c9747656f518,INE482A01020,,2013,digital,small,both,136,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\43\eb\43eb0d49e59d7fee138022b874d8e303e671a683d9763a8864c3c9747656f518.pdf
a8bcd04d6ec38da4f503aa9c4abf9c51c264a617b4b6b18f56215224234695a0,INE008A01015,,2012,mixed,small,both,229,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a8\bc\a8bcd04d6ec38da4f503aa9c4abf9c51c264a617b4b6b18f56215224234695a0.pdf
ffeb15ba2d5dce924fa35d1c00a56ec981f5e740f36fbb288d23c3db5ccad6b5,INE119A01028,,2013,mixed,small,both,140,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ff\eb\ffeb15ba2d5dce924fa35d1c00a56ec981f5e740f36fbb288d23c3db5ccad6b5.pdf
1e61c8f8f1b707d33ce30dc89c031246cbe2f81f59d4353e596d53d151f2d252,INE119A01028,,2012,mixed,small,both,132,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\1e\61\1e61c8f8f1b707d33ce30dc89c031246cbe2f81f59d4353e596d53d151f2d252.pdf
85a43a887ebb82dfa83e2be710dcf39e815571c702aa0459ecfda2ce0b4481b4,INE001B01026,,2012,digital,micro,both,104,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\85\a4\85a43a887ebb82dfa83e2be710dcf39e815571c702aa0459ecfda2ce0b4481b4.pdf
c1bc59575b9407e17e8d266464ec2e92c7eee600744abd5494089f4dcc4207c8,INE006C01015,,2010,digital,micro,bse,26,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\c1\bc\c1bc59575b9407e17e8d266464ec2e92c7eee600744abd5494089f4dcc4207c8.pdf
9f97d060e4ea6dc5435edc1e758bcf83f38247880952e872c5465ad814069ee6,INE001O01029,,2012,digital,micro,bse,32,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\9f\97\9f97d060e4ea6dc5435edc1e758bcf83f38247880952e872c5465ad814069ee6.pdf
eadc5029f16c33a91cf122fa51bc516ba896f37aa9e4b9751aba7efe5d264ba8,INE004E01016,,2012,digital,micro,bse,76,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ea\dc\eadc5029f16c33a91cf122fa51bc516ba896f37aa9e4b9751aba7efe5d264ba8.pdf
51f9884c026445d0f7687d41414d9193ea16fe637c3b74617fa7d8477f94dbe4,INE003F01015,,2012,digital,micro,bse,45,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\51\f9\51f9884c026445d0f7687d41414d9193ea16fe637c3b74617fa7d8477f94dbe4.pdf
bd6ad137a7a3b8e4609c93ff8bc16265aa0efc709233a4dd5b79e54ccc853fbc,INE004E01016,,2013,digital,micro,bse,81,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\bd\6a\bd6ad137a7a3b8e4609c93ff8bc16265aa0efc709233a4dd5b79e54ccc853fbc.pdf
82dddee265891d2900a0c1029d97d91856a2decb8361a6c52275f49d5053cc9e,INE003F01015,,2013,digital,micro,bse,48,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\82\dd\82dddee265891d2900a0c1029d97d91856a2decb8361a6c52275f49d5053cc9e.pdf
f14b33e27ee960e8eea8d66e80036ffa45f132194765af3fda617950512b6e25,INE002E01010,,2012,digital,micro,bse,40,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f1\4b\f14b33e27ee960e8eea8d66e80036ffa45f132194765af3fda617950512b6e25.pdf
e9260e0004a0acea803a172956029d231b7dee6aa184dbf222f582da173ed9ce,INE002B01016,,2013,digital,micro,bse,79,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e9\26\e9260e0004a0acea803a172956029d231b7dee6aa184dbf222f582da173ed9ce.pdf
86326cd1589be403ed993e45ca699c92b945d81887261a1aac7c718c2990da36,INE175A01038,,2011,mixed,micro,both,144,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\86\32\86326cd1589be403ed993e45ca699c92b945d81887261a1aac7c718c2990da36.pdf
2bac9f14c400ea136247d2e16cc9da8826f7b773c31de7e148db1cbd1190a2db,INE006C01015,,2012,mixed,micro,bse,31,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\2b\ac\2bac9f14c400ea136247d2e16cc9da8826f7b773c31de7e148db1cbd1190a2db.pdf
506af41f735e68862997ee112b2a80df1b288149d7bcff69324b822567cc8dab,INE002E01010,,2013,mixed,micro,bse,41,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\50\6a\506af41f735e68862997ee112b2a80df1b288149d7bcff69324b822567cc8dab.pdf
f934459f048686d3c2169322c6b2bc731a83e4ac182dbffa878257222736e386,INE005E01013,,2013,mixed,micro,bse,78,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f9\34\f934459f048686d3c2169322c6b2bc731a83e4ac182dbffa878257222736e386.pdf
65a39f97ae2faecdebd901d5487886dbdc3380a282772fc6528fe9449edebd85,INE001B01026,,2013,mixed,micro,both,120,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\65\a3\65a39f97ae2faecdebd901d5487886dbdc3380a282772fc6528fe9449edebd85.pdf
1293abc0a3835396a6c82d1dd327d076ae350dc7a64d49bf682dba0602d05fc0,INE006C01015,,2013,mixed,micro,bse,31,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\12\93\1293abc0a3835396a6c82d1dd327d076ae350dc7a64d49bf682dba0602d05fc0.pdf
eab8aa48f124b68ab28a362ded5f6e46331154125654bd629c4942aba9aaae2e,INE002B01016,,2012,mixed,micro,bse,77,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ea\b8\eab8aa48f124b68ab28a362ded5f6e46331154125654bd629c4942aba9aaae2e.pdf
edc9a15f53d68ac648fad9db5afc2d47906021f98b7a5e3085f8858450075a66,INE003B01014,,2011,scanned,micro,bse,48,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ed\c9\edc9a15f53d68ac648fad9db5afc2d47906021f98b7a5e3085f8858450075a66.pdf
b9d52ac73af11d751b6996d38a1f95897f0fec87046e3cb8af53109ae02e0fe7,INE081A01020,,2018,digital,large,both,413,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b9\d5\b9d52ac73af11d751b6996d38a1f95897f0fec87046e3cb8af53109ae02e0fe7.pdf
b237251a6a35622748dd3512b6e23d8a992669781cd2debc6b3287a394f4275b,INE733E01010,,2014,digital,large,both,261,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\b2\37\b237251a6a35622748dd3512b6e23d8a992669781cd2debc6b3287a394f4275b.pdf
a194d6ff73fc9975bb0095c3269d2c63480a802eebd0919ceef5bd389da6e42e,INE154A01025,,2017,digital,large,both,344,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a1\94\a194d6ff73fc9975bb0095c3269d2c63480a802eebd0919ceef5bd389da6e42e.pdf
8e699f31caa074fa14ff605e281acc3dc14de73336e0cb7bd0bce7b59d964a61,INE044A01036,,2018,digital,large,both,261,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\8e\69\8e699f31caa074fa14ff605e281acc3dc14de73336e0cb7bd0bce7b59d964a61.pdf
65f9f2569702dee3187aa6a57caeba1c295e5c97eab21570990cd900716f4796,INE154A01025,,2018,digital,large,both,334,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\65\f9\65f9f2569702dee3187aa6a57caeba1c295e5c97eab21570990cd900716f4796.pdf
b588fbff20f69bf75cbd0dd1207e4ad48b616875218fb58488a4b047a40c4208,INE081A01020,,2017,digital,large,both,381,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\b5\88\b588fbff20f69bf75cbd0dd1207e4ad48b616875218fb58488a4b047a40c4208.pdf
5378aa22c774a2be796fbf6490844f0fc1fd31632d5b149897894614cc6dfbf7,INE009A01021,,2017,digital,large,both,261,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\53\78\5378aa22c774a2be796fbf6490844f0fc1fd31632d5b149897894614cc6dfbf7.pdf
a92ec874a698232e567b718ac71f406995a2ea89b7ad39d14810efc75b4d7248,INE002A01018,,2017,digital,large,both,461,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\a9\2e\a92ec874a698232e567b718ac71f406995a2ea89b7ad39d14810efc75b4d7248.pdf
72ffe7dd0038b00a2a95ddcc0f22e6b626b472de8633713313b090ec02493914,INE044A01036,,2017,digital,large,both,313,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\72\ff\72ffe7dd0038b00a2a95ddcc0f22e6b626b472de8633713313b090ec02493914.pdf
d7685d1ac37ba440d468d6180b99e12120d96cb8ffe84104faed7ca787fac555,INE154A01025,,2014,mixed,large,both,250,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\arpipe\p11_store\blobs\d7\68\d7685d1ac37ba440d468d6180b99e12120d96cb8ffe84104faed7ca787fac555.pdf
528fb52b970812d51d621216b9667115fa35c499e980b8dc6d119b1972e8006d,INE040A01034,,2017,mixed,large,both,220,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\52\8f\528fb52b970812d51d621216b9667115fa35c499e980b8dc6d119b1972e8006d.pdf
98012b40f1bb58d93cca9dfa643da9216e1bab8467da924eccb034d113b33bc5,INE040A01034,,2018,mixed,large,both,244,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\98\01\98012b40f1bb58d93cca9dfa643da9216e1bab8467da924eccb034d113b33bc5.pdf
e7c871f5fd43287bbaa1627774e509472ae44372075a6179135a8fd80dd487d7,INE009A01021,,2018,mixed,large,both,119,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\e7\c8\e7c871f5fd43287bbaa1627774e509472ae44372075a6179135a8fd80dd487d7.pdf
3c12799b657541213f47910b4326952652cdc6ee53ec593e8a959f933e2ae0f3,INE002A01018,,2018,scanned,large,both,447,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\3c\12\3c12799b657541213f47910b4326952652cdc6ee53ec593e8a959f933e2ae0f3.pdf
c6e3283c6a5cf247244f996de7ec23d79309e2bc5e08a64909e28616bba56dd0,INE006I01046,,2017,digital,mid,both,165,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c6\e3\c6e3283c6a5cf247244f996de7ec23d79309e2bc5e08a64909e28616bba56dd0.pdf
8480ff44472d387fa845563745e4539989bb0a8ae6c4f1c79b44e7908f7fadb0,INE761H01022,,2017,digital,mid,both,115,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\84\80\8480ff44472d387fa845563745e4539989bb0a8ae6c4f1c79b44e7908f7fadb0.pdf
9c1ab47a56b86dc7867960b1ff14f8cfa4861fc09fcb09d05597bf2bba3df1ba,INE002L01015,,2018,digital,mid,both,229,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\9c\1a\9c1ab47a56b86dc7867960b1ff14f8cfa4861fc09fcb09d05597bf2bba3df1ba.pdf
c4061954a05c44aef57c01c894a0b3ca4a199c9df53167adea6c97ca223238bb,INE797F01020,,2017,digital,mid,both,197,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c4\06\c4061954a05c44aef57c01c894a0b3ca4a199c9df53167adea6c97ca223238bb.pdf
1796908df6c06c13b1ce4e5c04f39c8c876d0494262d36f3aab705482ce1e06b,INE797F01020,,2018,digital,mid,both,193,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\17\96\1796908df6c06c13b1ce4e5c04f39c8c876d0494262d36f3aab705482ce1e06b.pdf
c65d2ada7910502e7ccc83992c98f68ad4bade44b0e1cd58a55b3bd1775d5803,INE151A01013,,2017,digital,mid,both,300,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\c6\5d\c65d2ada7910502e7ccc83992c98f68ad4bade44b0e1cd58a55b3bd1775d5803.pdf
0eff7ba82b8e5811a09d2ead5189605ce1cfbca072bee5b0f57f003b91b08769,INE171A01029,,2017,digital,mid,both,335,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\0e\ff\0eff7ba82b8e5811a09d2ead5189605ce1cfbca072bee5b0f57f003b91b08769.pdf
caae2c5d920664fb02ac91e33083635ee91b3671f03a8e73ca63990bd6c4dfc8,INE761H01022,,2018,digital,mid,both,115,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ca\ae\caae2c5d920664fb02ac91e33083635ee91b3671f03a8e73ca63990bd6c4dfc8.pdf
f3870645c3d4c599bf761f37a76bbafbeed7a4ea95f67ae561e4ac5d4ccfd53d,INE007A01025,,2018,digital,mid,both,250,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\f3\87\f3870645c3d4c599bf761f37a76bbafbeed7a4ea95f67ae561e4ac5d4ccfd53d.pdf
4dff5dd592bd347194798f9e25e96f3531db7a5d0961fb6434544a4f0234e6bf,INE226A01021,,2017,mixed,mid,both,213,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\4d\ff\4dff5dd592bd347194798f9e25e96f3531db7a5d0961fb6434544a4f0234e6bf.pdf
d1b6a479cc7e28829f2f786ac2e46208b2b2f4d4a59ec0b30cb47421a3aeeaa0,INE171A01029,,2018,mixed,mid,both,240,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\d1\b6\d1b6a479cc7e28829f2f786ac2e46208b2b2f4d4a59ec0b30cb47421a3aeeaa0.pdf
ad5579d7193f5bff7e97d9e05e7711e0b030fa42fb874971032c13a0ef84ca0c,INE00FF01025,,2015,digital,small,both,1,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\ad\55\ad5579d7193f5bff7e97d9e05e7711e0b030fa42fb874971032c13a0ef84ca0c.pdf
28ed7b6a3053aa475dcfe8e587417fdbd25c4f7dfaaf670e76eb30595b7bee81,INE191H01014,,2018,digital,small,both,218,D:\sem_iitk\sem9\thesis\sep_week1\arpipe-0.1.0\live_store\blobs\28\ed\28ed7b6a3053aa475dcfe8e587417fdbd25c4f7dfaaf670e76eb30595b7bee81.pdf
