observation_id,company_id,fy,group,exact_url,arm,attempt_id,scheduled_time,actual_start_time,actual_end_time,result,first_failure_layer,terminal_state,state_machine,http_status,content_type,content_length_header,bytes_received,magic_prefix_hex,body_500_sha256,exception_class,exception_message,validation_detail
INE040A01034::FY2014,INE040A01034,2014,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_3393_HDFCBANK_2013_2014_12062014114216.zip,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:00:09.832944+00:00,2026-09-17T15:00:17.318051+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,5591336,5591336,504b0304,9aa5a2510ca80fb62f9d459fe2840102ff22debf51172584d6fecf885cd4b591,,,zip_with_pdf:valid_pdf (pdfs_in_zip=3)
INE081A01020::FY2016,INE081A01020,2016,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_9362_TATASTEEL_2015_2016_16082016104323.zip,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:00:18.320066+00:00,2026-09-17T15:00:25.019439+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,5455878,5455878,504b0304,8db6854dc5b4a79059519153b900d1d38b9bbdf56ec3aa0a04a6c7a88ce865c1,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE171A01029::FY2021,INE171A01029,2021,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_18152_FEDERALBNK_2020_2021_17062021235201_18062021070010.zip,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:00:26.022526+00:00,2026-09-17T15:00:29.956044+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,9448336,9448336,504b0304,b7d2a2a8e9d043d3af84ca715aa04757d844eef3695a3fb3e7c609443a61bf4d,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE226A01021::FY2022,INE226A01021,2022,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_19956_VOLTAS_2021_2022_28052022144748_05282022150002.zip,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:00:30.958627+00:00,2026-09-17T15:00:40.970836+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,7482626,7482626,504b0304,f48f554a84d12e16ea2e05216c7c3dd16eb87de4483f58f7fcaa2a7c29b5e54d,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE002A01018::FY2012,INE002A01018,2012,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_RELIANCE_2011_2012_29062012101059.zip,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:00:41.973526+00:00,2026-09-17T15:03:55.976343+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,5111665,5111665,504b0304,e8ac52647028d24ef3323db81404c1fe1760c317defcd84536e815a5f36cdc31,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE009A01021::FY2013,INE009A01021,2013,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_27_INFY_2012_2013_20062013105245.zip,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:03:56.978782+00:00,2026-09-17T15:04:00.066271+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,8608682,8608682,504b0304,a5ad13e02395955cf2c7126e38777786adc0a4b81217dc1418b9c2e496272911,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE040A01034::FY2017,INE040A01034,2017,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_10840_HDFCBANK_2016_2017_25072017151900.zip,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:04:01.068387+00:00,2026-09-17T15:04:04.282410+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,7230114,7230114,504b0304,bf9684ac5ce6b60fb416a050ac5b218e41eb6fbd75391440e7e2692134858a40,,,zip_with_pdf:valid_pdf (pdfs_in_zip=2)
INE044A01036::FY2018,INE044A01036,2018,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_13921_SUNPHARMA_2017_2018_01102018175233.zip,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:04:05.284474+00:00,2026-09-17T15:04:07.980217+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,3050947,3050947,504b0304,0fa7f0370d00c866269b95101534c59e9d1f2a84b1293d49a5ff2accdf437cea,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE081A01020::FY2024,INE081A01020,2024,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_24166_TATASTEEL_2023_2024_2206202419194.pdf,ARM_B,attempt_2,2026-09-17T15:00:00Z,2026-09-17T15:04:08.981944+00:00,2026-09-17T15:04:15.084767+00:00,SUCCESS,NONE,SUCCESS_PDF,DOWNLOAD_SUCCESS,200,application/pdf,26006738,26006738,25504446,603ca9b1993ca0961c9d85497a2592da69e0f7848cd9ca119afdf2e9eeaccdab,,,valid_pdf
INE002A01018::FY2010,INE002A01018,2010,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_RELIANCE_2009_2010_20082010120000.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:00.001724+00:00,2026-09-17T15:20:07.465994+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,8795366,8795366,504b0304,ca7c456e9b9c798f6aa3259b0357d72904fc13ae70af71112e0cac2874a30a39,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE040A01034::FY2014,INE040A01034,2014,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_3393_HDFCBANK_2013_2014_12062014114216.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:08.467152+00:00,2026-09-17T15:20:11.243588+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,5591336,5591336,504b0304,9aa5a2510ca80fb62f9d459fe2840102ff22debf51172584d6fecf885cd4b591,,,zip_with_pdf:valid_pdf (pdfs_in_zip=3)
INE081A01020::FY2016,INE081A01020,2016,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_9362_TATASTEEL_2015_2016_16082016104323.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:12.244553+00:00,2026-09-17T15:20:18.081231+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,5455878,5455878,504b0304,8db6854dc5b4a79059519153b900d1d38b9bbdf56ec3aa0a04a6c7a88ce865c1,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE171A01029::FY2021,INE171A01029,2021,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_18152_FEDERALBNK_2020_2021_17062021235201_18062021070010.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:19.082350+00:00,2026-09-17T15:20:22.288201+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,9448336,9448336,504b0304,b7d2a2a8e9d043d3af84ca715aa04757d844eef3695a3fb3e7c609443a61bf4d,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE226A01021::FY2022,INE226A01021,2022,DOWNLOAD_ZERO_FY,https://nsearchives.nseindia.com/annual_reports/AR_19956_VOLTAS_2021_2022_28052022144748_05282022150002.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:23.289927+00:00,2026-09-17T15:20:26.293102+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,7482626,7482626,504b0304,f48f554a84d12e16ea2e05216c7c3dd16eb87de4483f58f7fcaa2a7c29b5e54d,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE002A01018::FY2012,INE002A01018,2012,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_RELIANCE_2011_2012_29062012101059.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:27.294342+00:00,2026-09-17T15:20:38.067921+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,5111665,5111665,504b0304,e8ac52647028d24ef3323db81404c1fe1760c317defcd84536e815a5f36cdc31,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE009A01021::FY2013,INE009A01021,2013,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_27_INFY_2012_2013_20062013105245.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:39.069178+00:00,2026-09-17T15:20:48.051466+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,8608682,8608682,504b0304,a5ad13e02395955cf2c7126e38777786adc0a4b81217dc1418b9c2e496272911,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE040A01034::FY2017,INE040A01034,2017,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_10840_HDFCBANK_2016_2017_25072017151900.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:49.052388+00:00,2026-09-17T15:20:52.329738+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,7230114,7230114,504b0304,bf9684ac5ce6b60fb416a050ac5b218e41eb6fbd75391440e7e2692134858a40,,,zip_with_pdf:valid_pdf (pdfs_in_zip=2)
INE044A01036::FY2018,INE044A01036,2018,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_13921_SUNPHARMA_2017_2018_01102018175233.zip,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:53.330643+00:00,2026-09-17T15:20:56.598707+00:00,SUCCESS,NONE,SUCCESS_ZIP,DOWNLOAD_SUCCESS,200,application/zip,3050947,3050947,504b0304,0fa7f0370d00c866269b95101534c59e9d1f2a84b1293d49a5ff2accdf437cea,,,zip_with_pdf:valid_pdf (pdfs_in_zip=1)
INE081A01020::FY2024,INE081A01020,2024,DOWNLOAD_NONZERO_FY_CONTROL,https://nsearchives.nseindia.com/annual_reports/AR_24166_TATASTEEL_2023_2024_2206202419194.pdf,ARM_B,attempt_3,2026-09-17T15:20:00Z,2026-09-17T15:20:57.599792+00:00,2026-09-17T15:21:04.898388+00:00,SUCCESS,NONE,SUCCESS_PDF,DOWNLOAD_SUCCESS,200,application/pdf,26006738,26006738,25504446,603ca9b1993ca0961c9d85497a2592da69e0f7848cd9ca119afdf2e9eeaccdab,,,valid_pdf
