document_id,company,FY,physical_page,provenance,provenance_source,orphan_start_frac,measured,document_level_orphan_start_frac,full_width_block,reason_codes,document_class
INE002A01018/2013,INE002A01018,2013,27,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,28,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,29,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,30,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,31,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,32,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,33,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,34,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,35,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,36,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,37,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,38,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,39,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,40,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,41,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,42,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,43,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,44,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,45,native,page_kind:digital,0.1852,True,0.0244,False,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,46,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,47,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,48,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,49,native,page_kind:digital,0.1724,True,0.0244,False,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,50,native,page_kind:digital,0.1786,True,0.0244,False,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,51,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,52,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,53,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,54,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2013,INE002A01018,2013,55,native,page_kind:digital,0.0,True,0.0244,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,21,native,page_kind:digital,,False,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,22,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,23,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,24,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,25,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,26,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,27,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,28,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,29,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,30,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,31,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,32,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,33,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,34,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,35,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,36,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,37,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,38,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,39,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,40,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,41,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,42,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,43,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,44,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,45,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,46,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,47,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,48,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,49,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,50,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,51,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,52,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,53,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,54,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,55,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,56,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE002A01018/2012,INE002A01018,2012,57,native,page_kind:digital,0.0,True,0.0,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,49,native,page_kind:digital,,False,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,50,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,51,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,52,native,page_kind:digital,0.0625,True,0.0185,True,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,53,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,54,native,page_kind:digital,0.0588,True,0.0185,True,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,55,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,56,native,page_kind:digital,0.0588,True,0.0185,True,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,57,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,58,native,page_kind:digital,0.0588,True,0.0185,True,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,59,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,60,native,page_kind:digital,0.0769,True,0.0185,True,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,61,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,62,native,page_kind:digital,0.0769,True,0.0185,True,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,63,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,64,native,page_kind:digital,0.0625,True,0.0185,True,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,65,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,66,native,page_kind:digital,0.0625,True,0.0185,True,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,67,native,page_kind:digital,0.0625,True,0.0185,False,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,68,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,69,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,70,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,71,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,72,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,73,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,74,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,75,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,76,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,77,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,78,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,79,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2012,INE154A01025,2012,80,native,page_kind:digital,0.0,True,0.0185,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,59,native,page_kind:digital,,False,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,60,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,61,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,62,native,page_kind:digital,0.0667,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,63,native,page_kind:digital,0.0556,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,64,native,page_kind:digital,0.0385,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,65,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,66,native,page_kind:digital,0.0588,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,67,native,page_kind:digital,0.0769,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,68,native,page_kind:digital,0.0714,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,69,native,page_kind:digital,0.125,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,70,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,71,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,72,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,73,native,page_kind:digital,0.0588,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,74,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,75,native,page_kind:digital,0.1,True,0.0193,False,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,76,native,page_kind:digital,0.0769,True,0.0193,True,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,77,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,78,native,page_kind:digital,0.0667,True,0.0193,False,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,79,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,80,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,81,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,82,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,83,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,84,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,85,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,86,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,87,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,88,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,89,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,90,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,91,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,92,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,93,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,94,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE154A01025/2013,INE154A01025,2013,95,native,page_kind:digital,0.0,True,0.0193,,span_truncated,pure_native
INE001F01019/2013,INE001F01019,2013,9,native,page_kind:digital,,False,0.0,,year_unproven;span_truncated,pure_native
INE001F01019/2013,INE001F01019,2013,10,native,page_kind:digital,0.0,True,0.0,,year_unproven;span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,88,native,page_kind:digital,,False,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,89,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,90,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,91,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,92,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,93,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,94,native,page_kind:digital,0.0769,True,0.0155,False,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,95,native,page_kind:digital,0.0946,True,0.0155,False,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,96,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,97,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,98,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,99,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,100,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,101,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,102,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,103,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,104,native,page_kind:digital,0.0278,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,105,native,page_kind:digital,0.0357,True,0.0155,False,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,106,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,107,native,page_kind:digital,0.0959,True,0.0155,False,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,108,native,page_kind:digital,0.0132,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,109,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,110,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,111,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,112,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,113,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,114,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,115,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,116,native,page_kind:digital,0.0465,True,0.0155,True,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,117,native,page_kind:digital,0.0213,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,118,native,page_kind:digital,0.0682,True,0.0155,True,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,119,native,page_kind:digital,0.0256,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,120,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,121,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,122,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,123,native,page_kind:digital,0.0217,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,124,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,125,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,126,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,127,native,page_kind:digital,0.1071,True,0.0155,True,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,128,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,129,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,130,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,131,native,page_kind:digital,0.0,True,0.0155,,span_truncated,pure_native
INE081A01020/2012,INE081A01020,2012,132,native,page_kind:digital,0.0588,True,0.0155,True,span_truncated,pure_native
INE003B01014/2013,INE003B01014,2013,17,native,page_kind:digital,,False,0.0,,,pure_native
INE001B01026/2012,INE001B01026,2012,9,native,page_kind:digital,,False,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,10,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,11,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,12,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,13,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,14,native,page_kind:digital,0.102,True,0.0384,True,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,15,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,16,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,17,native,page_kind:digital,0.1928,True,0.0384,True,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,18,native,page_kind:digital,0.1687,True,0.0384,True,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,19,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,20,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,21,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,22,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,23,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,24,native,page_kind:digital,0.0,True,0.0384,,source_shredded,pure_native
INE001B01026/2012,INE001B01026,2012,25,native,page_kind:digital,0.0179,True,0.0384,,source_shredded,pure_native
INE044A01036/2013,INE044A01036,2013,5,native,page_kind:digital,,False,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,6,native,page_kind:digital,0.0,True,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,7,native,page_kind:digital,0.0,True,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,8,native,page_kind:digital,0.0,True,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,9,native,page_kind:digital,0.0,True,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,10,native,page_kind:digital,0.0,True,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,11,native,page_kind:digital,0.0,True,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,12,native,page_kind:digital,0.1875,True,0.0838,True,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,13,native,page_kind:digital,0.0,True,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,14,native,page_kind:digital,0.0,True,0.0838,,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,15,native,page_kind:digital,0.0606,True,0.0838,True,source_shredded;span_truncated,pure_native
INE044A01036/2013,INE044A01036,2013,16,native,page_kind:digital,0.4359,True,0.0838,False,source_shredded;span_truncated,pure_native
