observation_id,company_id,company_name,FY,expected_flag,listing_status,expected_reason,universe_rule_version,era,cap_band,exchange
INE002A01018::FY2020,INE002A01018,Reliance Industries Limited,2020,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E5_MandatedRatios_FY2020-2022,large,both
INE002A01018::FY2021,INE002A01018,Reliance Industries Limited,2021,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E5_MandatedRatios_FY2020-2022,large,both
INE002A01018::FY2022,INE002A01018,Reliance Industries Limited,2022,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E5_MandatedRatios_FY2020-2022,large,both
INE002A01018::FY2023,INE002A01018,Reliance Industries Limited,2023,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E6_BRSR_FY2023-2025,large,both
INE002A01018::FY2024,INE002A01018,Reliance Industries Limited,2024,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E6_BRSR_FY2023-2025,large,both
INE002A01018::FY2025,INE002A01018,Reliance Industries Limited,2025,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E6_BRSR_FY2023-2025,large,both
INE009A01021::FY2010,INE009A01021,Infosys Limited,2010,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E1_pre2013_FY2010-2012,large,both
INE009A01021::FY2011,INE009A01021,Infosys Limited,2011,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E1_pre2013_FY2010-2012,large,both
INE009A01021::FY2012,INE009A01021,Infosys Limited,2012,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E1_pre2013_FY2010-2012,large,both
INE009A01021::FY2013,INE009A01021,Infosys Limited,2013,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E2_BRreport_FY2013-2014,large,both
INE009A01021::FY2014,INE009A01021,Infosys Limited,2014,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E2_BRreport_FY2013-2014,large,both
INE009A01021::FY2015,INE009A01021,Infosys Limited,2015,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E3_CompaniesAct2013_FY2015,large,both
INE009A01021::FY2016,INE009A01021,Infosys Limited,2016,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E4_IndAS_FY2016-2019,large,both
INE009A01021::FY2017,INE009A01021,Infosys Limited,2017,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E4_IndAS_FY2016-2019,large,both
INE009A01021::FY2018,INE009A01021,Infosys Limited,2018,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E4_IndAS_FY2016-2019,large,both
INE009A01021::FY2019,INE009A01021,Infosys Limited,2019,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E4_IndAS_FY2016-2019,large,both
INE009A01021::FY2020,INE009A01021,Infosys Limited,2020,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E5_MandatedRatios_FY2020-2022,large,both
INE009A01021::FY2021,INE009A01021,Infosys Limited,2021,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E5_MandatedRatios_FY2020-2022,large,both
INE009A01021::FY2022,INE009A01021,Infosys Limited,2022,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E5_MandatedRatios_FY2020-2022,large,both
INE009A01021::FY2023,INE009A01021,Infosys Limited,2023,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E6_BRSR_FY2023-2025,large,both
INE009A01021::FY2024,INE009A01021,Infosys Limited,2024,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E6_BRSR_FY2023-2025,large,both
INE009A01021::FY2025,INE009A01021,Infosys Limited,2025,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E6_BRSR_FY2023-2025,large,both
INE040A01034::FY2010,INE040A01034,HDFC Bank Limited,2010,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E1_pre2013_FY2010-2012,large,both
INE040A01034::FY2011,INE040A01034,HDFC Bank Limited,2011,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E1_pre2013_FY2010-2012,large,both
INE040A01034::FY2012,INE040A01034,HDFC Bank Limited,2012,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E1_pre2013_FY2010-2012,large,both
INE040A01034::FY2013,INE040A01034,HDFC Bank Limited,2013,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E2_BRreport_FY2013-2014,large,both
INE040A01034::FY2014,INE040A01034,HDFC Bank Limited,2014,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E2_BRreport_FY2013-2014,large,both
INE040A01034::FY2015,INE040A01034,HDFC Bank Limited,2015,True,unknown_no_listing_date_in_frozen_master,in_scope,"pm5-v1: cohort_companies.csv (36 firms, cap-band-stratified per tools/select_labelling_cohort.py: 6 large + 8 mid + 10 small + 12 micro) x FY2010-2025 (16 fiscal years, the study range declared in README.md and arpipe/CLAUDE.md: 'FY2010-FY2025'), full Cartesian product. No listing-date-based exclusion is applied: the frozen company master (cohort_companies.csv / companies.csv, arpipe/models.py Company) carries no listing_date field, so a company not yet listed in an early FY is NOT excluded from the denominator (excluding it would require data this snapshot does not have); such company-years surface instead as DISCOVERY-stage losses with REASON_CODE_MISSING, per Section 39's no-denominator-repair rule.",E3_CompaniesAct2013_FY2015,large,both
