document_id,physical_page,page_count,char_count,word_count,image_area_frac,text_area_frac,n_images,n_columns,orientation,page_width,page_height,kind,script,mojibake_ratio,dpi_estimate,cid_or_broken_text_indicator,u_fffd_indicator_unavailable,render_mode_ocr_layer_indicator,hidden_duplicate_text_indicator,evidence_status
INE001B01026_2012,25,104,4377,674,0.0025,0.5556,2,1,0,671.0,851.0,digital,latin,0.0,95,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,26,104,3668,453,0.0387,0.5625,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,27,104,5013,780,0.04,0.6319,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,28,104,4861,741,0.0387,0.6306,2,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,29,104,1931,287,0.04,0.2963,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,30,104,2809,442,0.0387,0.4462,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,31,104,1445,200,0.04,0.4437,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,32,104,2337,347,0.0387,0.4794,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,33,104,2251,337,0.04,0.3869,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,34,104,4426,640,0.0387,0.5394,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,35,104,2382,383,0.04,0.6162,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,36,104,3575,535,0.0387,0.5637,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,37,104,2613,408,0.04,0.61,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,38,104,4399,666,0.0387,0.64,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,39,104,4874,717,0.04,0.5813,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,40,104,3484,538,0.0387,0.5306,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,41,104,509,75,0.04,0.1619,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,42,104,2696,411,0.2188,0.5112,4,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,43,104,2875,421,0.04,0.4819,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,44,104,3592,570,0.0387,0.5725,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,45,104,616,43,0.04,0.1144,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,46,104,3437,537,0.0387,0.4244,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,47,104,2102,283,0.04,0.6131,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,48,104,1944,274,0.0387,0.5531,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,49,104,4613,703,0.04,0.6144,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,50,104,4663,717,0.0387,0.6038,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,51,104,1200,187,0.04,0.175,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,52,104,2825,451,0.0387,0.5587,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,53,104,2865,418,0.04,0.595,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,54,104,2095,314,0.0387,0.4756,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,55,104,1083,165,0.04,0.3438,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,56,104,2280,353,0.0387,0.4475,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,57,104,1719,246,0.04,0.55,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,58,104,1566,226,0.0387,0.4806,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,59,104,1478,201,0.04,0.5687,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,60,104,1311,187,0.0387,0.5075,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,61,104,1480,200,0.04,0.4925,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,62,104,2725,408,0.0387,0.6412,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,63,104,2125,317,0.04,0.6288,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,64,104,2372,359,0.0387,0.45,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,65,104,1994,259,0.04,0.5563,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,66,104,3322,556,0.0387,0.5606,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,67,104,2555,383,0.04,0.5088,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,68,104,2856,470,0.0387,0.5312,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,69,104,2713,389,0.04,0.5375,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,70,104,2029,260,0.0387,0.5787,2,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,71,104,1511,215,0.04,0.4131,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,72,104,639,45,0.0387,0.1163,2,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,73,104,3667,613,0.04,0.4813,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,74,104,4761,773,0.0387,0.595,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,75,104,3773,609,0.04,0.5581,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,76,104,2191,296,0.0387,0.6319,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,77,104,1931,270,0.04,0.6075,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,78,104,4630,704,0.0387,0.6094,2,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,79,104,4614,713,0.04,0.5938,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,80,104,1217,189,0.0387,0.1744,2,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,81,104,2764,447,0.04,0.5587,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,82,104,2635,397,0.0387,0.58,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,83,104,2049,312,0.04,0.5056,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,84,104,1100,167,0.0387,0.3581,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,85,104,2346,318,0.04,0.41,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,86,104,1953,277,0.0387,0.5444,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,87,104,1830,269,0.04,0.5531,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,88,104,1443,193,0.0387,0.5706,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,89,104,1259,183,0.04,0.4925,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,90,104,1447,202,0.0387,0.4919,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,91,104,2674,402,0.04,0.6262,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,92,104,1741,257,0.0387,0.5175,2,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,93,104,2789,427,0.04,0.5631,3,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,94,104,2014,261,0.0387,0.5831,2,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,95,104,3224,543,0.04,0.455,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,96,104,3011,476,0.0387,0.5625,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,97,104,2686,441,0.04,0.5294,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,98,104,1617,241,0.0387,0.3356,2,1,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,99,104,1888,302,0.04,0.485,3,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,100,104,1891,243,0.0387,0.5312,2,2,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,101,104,1500,211,0.04,0.4325,3,3,0,671.0,851.0,digital,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,102,104,49,7,0.9519,0.0231,509,1,0,671.0,851.0,scanned,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2012,103,104,191,26,0.95,0.0656,2,1,0,671.0,851.0,hybrid,latin,0.0,96,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,0,120,0,0,1.0,0.0,1,1,0,595.0,841.0,scanned,unknown,0.0,300,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,1,120,4899,791,0.0025,0.6737,1,2,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,2,120,4611,739,0.0025,0.6763,2,1,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,3,120,3351,514,0.0025,0.5,1,1,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,4,120,2346,356,0.0025,0.4306,2,3,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,5,120,1495,236,0.0025,0.3063,1,3,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,6,120,2406,385,0.0025,0.4938,2,1,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,7,120,3089,272,0.0063,0.4531,2,1,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,8,120,21,3,1.0,0.0138,32,1,0,612.0,792.0,scanned,latin,0.0,25,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,9,120,207,25,0.4919,0.1475,36,3,0,612.0,792.0,hybrid,latin,0.0,25,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,10,120,1933,287,0.0775,0.4088,2,3,0,612.0,792.0,digital,latin,0.0,26,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,11,120,16,4,0.6144,0.0075,99,1,0,612.0,792.0,scanned,latin,0.0,25,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,12,120,2312,387,0.0025,0.3475,1,3,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,13,120,50,8,0.2025,0.1369,29,1,0,612.0,792.0,vector_text,latin,0.0,25,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,14,120,2823,446,0.0025,0.4156,1,1,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,15,120,5785,918,0.0025,0.7469,2,1,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,16,120,3158,503,0.0025,0.4575,1,2,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,17,120,4373,667,0.0025,0.6875,2,1,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,18,120,3676,488,0.0025,0.5938,1,1,0,612.0,792.0,broken_text,latin,0.04977,104,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,19,120,4635,702,0.0025,0.7125,2,1,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,20,120,3263,509,0.0025,0.5369,1,1,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,21,120,4279,572,0.0025,0.6694,2,1,0,612.0,792.0,broken_text,latin,0.02453,103,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,22,120,4321,643,0.0025,0.6244,1,1,0,612.0,792.0,broken_text,latin,0.02314,104,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,23,120,4714,629,0.0025,0.6856,2,1,0,612.0,792.0,broken_text,latin,0.02078,103,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,24,120,3180,506,0.0025,0.535,1,1,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,25,120,3806,585,0.0025,0.6844,2,1,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,26,120,4194,668,0.0025,0.5931,1,1,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,27,120,1545,285,0.0025,0.4244,2,1,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,28,120,3461,590,0.0025,0.5238,1,1,0,612.0,792.0,digital,latin,0.0,104,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,29,120,1912,259,0.0025,0.5269,2,3,0,612.0,792.0,digital,latin,0.0,103,False,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,30,120,4351,621,0.0025,0.6456,1,2,0,612.0,792.0,broken_text,latin,0.05054,104,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,31,120,4636,675,0.0025,0.6631,2,2,0,612.0,792.0,broken_text,latin,0.04033,103,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,32,120,4011,562,0.0981,0.5619,2,2,0,612.0,792.0,broken_text,latin,0.02368,25,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,33,120,4031,553,0.0025,0.6044,2,2,0,612.0,792.0,broken_text,latin,0.05159,103,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,34,120,1499,214,0.0025,0.2338,1,2,0,612.0,792.0,broken_text,latin,0.028,104,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
INE001B01026_2013,35,120,3010,435,0.0025,0.5269,2,3,0,612.0,792.0,broken_text,latin,0.02657,103,True,UNKNOWN,False,UNKNOWN,OBSERVED+KNOWN_FROM_PRIOR
